################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.9913205487223526E-01 a        92     0     5     1    12
  1.7649156672782454E-01 a        93     0     5     1    13
  2.9121154876089800E-01 a        94     0     5     1    14
 -1.4360930707815545E-01 a        95     0     5     1    15
 -2.0866806509017505E-01 a        96     0     5     1    16
  4.3929622450454453E-01 a        97     0     5     1    17
  3.1923329959746682E-01 a        98     0     5     1    18
 -2.5358252940031634E-01 a        99     0     5     1    19
  3.0616043249883879E-01 a       100     0     5     1    20
  1.5736361903921495E-01 a       101     0     6     1     1
  2.7282381357100385E-02 a       102     0     6     1     2
 -3.8038722216682452E-03 a       103     0     6     1     3
 -3.4813722315795693E-02 a       104     0     6     1     4
 -2.5353162867878514E-02 a       105     0     6     1     5
 -3.8636504342356458E-02 a       106     0     6     1     6
 -2.7455745235752160E-01 a       107     0     6     1     7
 -2.1836661689962161E-01 a       108     0     6     1     8
 -1.0034624494140347E-01 a       109     0     6     1     9
  9.0154172087426349E-02 a       110     0     6     1    10
  2.8805084110210821E-01 a       111     0     6     1    11
  5.8716718600954579E-02 a       112     0     6     1    12
  1.8793143972354445E-01 a       113     0     6     1    13
 -2.3655611033382362E-01 a       114     0     6     1    14
 -8.6669085963450437E-02 a       115     0     6     1    15
 -8.3014989831758673E-02 a       116     0     6     1    16
  1.3715834725100209E-01 a       117     0     6     1    17
  3.4488313455730490E-01 a       118     0     6     1    18
  2.5969002203495617E-01 a       119     0     6     1    19
 -9.4215471697655123E-02 a       120     0     6     1    20
  2.4628081852036596E-01 a       121     0     7     1     1
  1.1794382056389122E-02 a       122     0     7     1     2
 -2.7905949997886696E-02 a       123     0     7     1     3
  2.6782326601481116E-01 a       124     0     7     1     4
 -7.1586253282416634E-02 a       125     0     7     1     5
  2.7361455078924492E-02 a       126     0     7     1     6
 -2.4410963549177711E-01 a       127     0     7     1     7
  1.3297060754576173E-01 a       128     0     7     1     8
  2.2321180892490142E-01 a       129     0     7     1     9
 -9.5708587859204358E-02 a       130     0     7     1    10
 -2.3729349467896660E-01 a       131     0     7     1    11
  1.5881604640373850E-01 a       132     0     7     1    12
  1.1544050977356743E-01 a       133     0     7     1    13
 -2.7401590749715077E-01 a       134     0     7     1    14
  3.2429699942494489E-01 a       135     0     7     1    15
 -2.9281103284819510E-01 a       136     0     7     1    16
 -2.4171414396370322E-01 a       137     0     7     1    17
 -1.9506742586816092E-01 a       138     0     7     1    18
 -6.6804089174773533E-03 a       139     0     7     1    19
 -1.8676513949823031E-01 a       140     0     7     1    20
  3.1244654071757791E-02 a       141     0     8     1     1
  1.3041517431267075E-01 a       142     0     8     1     2
 -3.2687719480057997E-02 a       143     0     8     1     3
  2.2681487213559501E-01 a       144     0     8     1     4
  8.6694139261419292E-02 a       145     0     8     1     5
 -1.3627749597827621E-01 a       146     0     8     1     6
  1.9398062784958761E-01 a       147     0     8     1     7
 -1.7925137281588832E-01 a       148     0     8     1     8
 -5.4028089488337011E-02 a       149     0     8     1     9
 -2.7079346379550839E-01 a       150     0     8     1    10
  1.7101617577913375E-01 a       151     0     8     1    11
 -8.6340977181241618E-02 a       152     0     8     1    12
 -1.3360958508581200E-01 a       153     0     8     1    13
  1.1290737086105887E-01 a       154     0     8     1    14
 -1.6205262815098501E-01 a       155     0     8     1    15
 -2.1004205842316950E-01 a       156     0     8     1    16
  1.2398579368985627E-01 a       157     0     8     1    17
 -2.1718026858096737E-01 a       158     0     8     1    18
  1.0738664927333420E-02 a       159     0     8     1    19
 -5.6319583204402009E-02 a       160     0     8     1    20
 -5.3242054518211054E-02 a       161     0     9     1     1
  1.9270252886508053E-02 a       162     0     9     1     2
 -2.8280139643684554E-01 a       163     0     9     1     3
  9.7625996438351528E-02 a       164     0     9     1     4
 -9.9988329779916660E-02 a       165     0     9     1     5
 -3.2954238573755137E-02 a       166     0     9     1     6
 -1.7939054049681526E-02 a       167     0     9     1     7
 -1.0746888539449176E-01 a       168     0     9     1     8
  3.5137333390137465E-03 a       169     0     9     1     9
 -2.2179945921635827E-01 a       170     0     9     1    10
  3.9440420497938744E-01 a       171     0     9     1    11
  4.4362078511565962E-02 a       172     0     9     1    12
 -1.8741867219290567E-01 a       173     0     9     1    13
  5.3119839587401199E-02 a       174     0     9     1    14
 -1.7428381177351196E-01 a       175     0     9     1    15
 -2.9062238182468908E-01 a       176     0     9     1    16
  3.0669778769901707E-02 a       177     0     9     1    17
 -1.5013954711116165E-01 a       178     0     9     1    18
  7.6598044683951358E-02 a       179     0     9     1    19
  1.0319391423311472E-01 a       180     0     9     1    20
 -1.8038205091677564E-01 a       181     0    10     1     1
 -5.4854621629076686E-02 a       182     0    10     1     2
 -6.1255753688106117E-02 a       183     0    10     1     3
 -4.2153326056612667E-01 a       184     0    10     1     4
 -3.2445015486859463E-02 a       185     0    10     1     5
  1.8697652691822078E-01 a       186     0    10     1     6
 -1.7718934877075623E-01 a       187     0    10     1     7
  1.1891788248964119E-01 a       188     0    10     1     8
  2.9927643718138399E-03 a       189     0    10     1     9
  2.4559301700789454E-01 a       190     0    10     1    10
 -1.6134891302815625E-02 a       191     0    10     1    11
 -1.2128104304874793E-02 a       192     0    10     1    12
  5.4903086926376909E-01 a       193     0    10     1    13
  3.1385835586198736E-02 a       194     0    10     1    14
  2.1441964386907420E-02 a       195     0    10     1    15
 -1.4268215227489531E-02 a       196     0    10     1    16
 -9.2344447066023627E-02 a       197     0    10     1    17
 -9.5128619210604615E-02 a       198     0    10     1    18
  1.5631453326365694E-01 a       199     0    10     1    19
  2.9817796596829527E-01 a       200     0    10     1    20
  9.1001644559683348E-02 a       201     0    11     1     1
  2.1365691538635267E-01 a       202     0    11     1     2
 -1.6640596493587834E-01 a       203     0    11     1     3
  5.2574171085475845E-02 a       204     0    11     1     4
  2.5255503934674732E-02 a       205     0    11     1     5
 -1.7531407345031128E-01 a       206     0    11     1     6
 -8.4293743918947603E-02 a       207     0    11     1     7
  1.4642968611577672E-01 a       208     0    11     1     8
  7.3130551301145404E-03 a       209     0    11     1     9
  6.0973940527461100E-02 a       210     0    11     1    10
 -7.6155217225754898E-02 a       211     0    11     1    11
  1.0584501832101804E-02 a       212     0    11     1    12
  2.3453927700026189E-01 a       213     0    11     1    13
 -1.6765590468859312E-01 a       214     0    11     1    14
 -1.1887938226569339E-01 a       215     0    11     1    15
 -2.8152010885067347E-01 a       216     0    11     1    16
  4.3462839894472961E-03 a       217     0    11     1    17
  4.4458174869415057E-02 a       218     0    11     1    18
 -8.0699881506145835E-02 a       219     0    11     1    19
 -1.0325828959724272E-01 a       220     0    11     1    20
  7.3188569338505538E-02 a       221     0    12     1     1
 -1.7148526760062613E-01 a       222     0    12     1     2
  2.8504229811249077E-01 a       223     0    12     1     3
  7.9643291639787214E-02 a       224     0    12     1     4
  7.7030853123761060E-03 a       225     0    12     1     5
 -1.7992176290257708E-01 a       226     0    12     1     6
  4.5892793801768035E-02 a       227     0    12     1     7
 -3.3549353474247334E-01 a       228     0    12     1     8
 -1.1551044508143359E-01 a       229     0    12     1     9
  5.4455714518969259E-02 a       230     0    12     1    10
  2.0284673016195268E-01 a       231     0    12     1    11
  2.5168165714362064E-03 a       232     0    12     1    12
  9.3298122571498082E-02 a       233     0    12     1    13
  2.1075830185400060E-01 a       234     0    12     1    14
 -2.2397190483589799E-01 a       235     0    12     1    15
  2.7767979311213664E-01 a       236     0    12     1    16
 -1.9137221859689660E-01 a       237     0    12     1    17
 -9.3482711614134101E-02 a       238     0    12     1    18
 -1.4746687195275568E-01 a       239     0    12     1    19
 -1.7388212389478108E-01 a       240     0    12     1    20
 -2.3660244703250385E-01 a       241     0    13     1     1
  1.3925897140482127E-01 a       242     0    13     1     2
 -4.0281874540023799E-01 a       243     0    13     1     3
  2.0608515748484990E-01 a       244     0    13     1     4
 -2.3843727957351751E-01 a       245     0    13     1     5
  2.1522168242944975E-01 a       246     0    13     1     6
  1.6491376447773623E-01 a       247     0    13     1     7
 -3.0366890118254156E-03 a       248     0    13     1     8
  2.5959680361284521E-01 a       249     0    13     1     9
 -3.8570119125455678E-03 a       250     0    13     1    10
 -1.3402906541587326E-02 a       251     0    13     1    11
 -1.0504232540464688E-01 a       252     0    13     1    12
  7.3098802531597257E-02 a       253     0    13     1    13
  2.2607395700220445E-01 a       254     0    13     1    14
 -1.4032164596778718E-01 a       255     0    13     1    15
 -6.3939633307491693E-03 a       256     0    13     1    16
  1.3971787173765909E-01 a       257     0    13     1    17
 -8.0649656442229392E-02 a       258     0    13     1    18
 -9.6623511288233647E-03 a       259     0    13     1    19
 -3.4875090010641936E-02 a       260     0    13     1    20
 -2.4412696512204249E-01 a       261     0    14     1     1
  1.4148816842901726E-01 a       262     0    14     1     2
 -2.5146075974692866E-01 a       263     0    14     1     3
 -1.1906678232556825E-01 a       264     0    14     1     4
  2.0019330183417932E-02 a       265     0    14     1     5
  2.2482962965281528E-01 a       266     0    14     1     6
  6.4222901024540605E-02 a       267     0    14     1     7
  2.5434815384785686E-01 a       268     0    14     1     8
  1.4751476371644998E-01 a       269     0    14     1     9
  1.9797313578660100E-01 a       270     0    14     1    10
 -2.2298968212563869E-01 a       271     0    14     1    11
 -1.2761366901326016E-01 a       272     0    14     1    12
  1.6068859140505523E-01 a       273     0    14     1    13
  1.7877672045150980E-01 a       274     0    14     1    14
 -8.3935614723346638E-02 a       275     0    14     1    15
 -2.8921336229720773E-01 a       276     0    14     1    16
 -3.3635931096103605E-02 a       277     0    14     1    17
 -5.6340898976788109E-02 a       278     0    14     1    18
  1.2647566171350885E-01 a       279     0    14     1    19
  3.0414663975102635E-01 a       280     0    14     1    20
 -1.1535211796740935E-01 a       281     0    15     1     1
 -1.0341133192952401E-01 a       282     0    15     1     2
  3.7572186945149122E-01 a       283     0    15     1     3
 -2.4751180107599849E-01 a       284     0    15     1     4
  1.8805047656492965E-01 a       285     0    15     1     5
  6.4382932371158594E-02 a       286     0    15     1     6
  5.7809619588176125E-02 a       287     0    15     1     7
 -8.8390065080707972E-02 a       288     0    15     1     8
 -1.1627339580914475E-01 a       289     0    15     1     9
 -1.1138438234392960E-01 a       290     0    15     1    10
 -1.5508195346442832E-01 a       291     0    15     1    11
 -7.8053427625911886E-02 a       292     0    15     1    12
 -3.7872015688587718E-01 a       293     0    15     1    13
  1.3704709157874237E-01 a       294     0    15     1    14
 -5.4370909913698681E-02 a       295     0    15     1    15
 -1.1289433742654928E-01 a       296     0    15     1    16
 -1.7657531923259920E-01 a       297     0    15     1    17
  4.6414569503425769E-02 a       298     0    15     1    18
 -1.0932972365323482E-01 a       299     0    15     1    19
  1.4518855691663235E-01 a       300     0    15     1    20
  2.1630831483858519E-02 a       301     0    16     1     1
 -1.1615823112329908E-01 a       302     0    16     1     2
  2.6764738723275666E-01 a       303     0    16     1     3
 -8.5244605768519083E-02 a       304     0    16     1     4
 -4.6042422429654332E-02 a       305     0    16     1     5
 -6.8458847637182602E-02 a       306     0    16     1     6
 -1.1874823880343718E-01 a       307     0    16     1     7
 -1.9308245540601124E-01 a       308     0    16     1     8
 -2.4701793037001116E-01 a       309     0    16     1     9
 -2.1458561198007026E-01 a       310     0    16     1    10
  2.3480952388845286E-01 a       311     0    16     1    11
 -4.7301342278968109E-02 a       312     0    16     1    12
  2.9588880534004586E-01 a       313     0    16     1    13
  5.4434887299048135E-02 a       314     0    16     1    14
  2.8839070588397020E-01 a       315     0    16     1    15
 -1.4369894650741402E-01 a       316     0    16     1    16
 -4.7185511880655458E-02 a       317     0    16     1    17
 -8.4583053416030646E-02 a       318     0    16     1    18
 -1.4635524907121669E-01 a       319     0    16     1    19
  3.2493024100397158E-02 a       320     0    16     1    20
 -9.0426104495726176E-02 a       321     0    17     1     1
 -2.3529240291273887E-01 a       322     0    17     1     2
  5.6481238518566172E-02 a       323     0    17     1     3
 -1.4269220370084104E-01 a       324     0    17     1     4
 -4.0682824501613715E-02 a       325     0    17     1     5
  1.8047940909167765E-01 a       326     0    17     1     6
  1.8410464153696748E-01 a       327     0    17     1     7
  1.7942337112594309E-01 a       328     0    17     1     8
  2.4120575880290169E-02 a       329     0    17     1     9
 -2.0877140293906687E-01 a       330     0    17     1    10
 -4.8725604483493334E-02 a       331     0    17     1    11
 -1.6603187439814979E-01 a       332     0    17     1    12
 -1.3761120515476054E-02 a       333     0    17     1    13
 -2.5249295170788938E-01 a       334     0    17     1    14
  3.8205865140478240E-01 a       335     0    17     1    15
 -2.0445916440594014E-01 a       336     0    17     1    16
  2.1206790487717764E-01 a       337     0    17     1    17
  2.9495540274073990E-02 a       338     0    17     1    18
 -6.3937764992532037E-02 a       339     0    17     1    19
 -1.4502691837491219E-01 a       340     0    17     1    20
 -9.4494524715934475E-02 a       341     0    18     1     1
  7.0472917932587018E-02 a       342     0    18     1     2
 -2.9762467507049001E-01 a       343     0    18     1     3
 -3.1640673565031108E-01 a       344     0    18     1     4
 -6.3566434230876781E-02 a       345     0    18     1     5
  1.5488449616234401E-01 a       346     0    18     1     6
  6.6397683642118607E-02 a       347     0    18     1     7
  9.1365217283079225E-02 a       348     0    18     1     8
 -1.1044068144932258E-02 a       349     0    18     1     9
 -2.0614459375719860E-02 a       350     0    18     1    10
  1.5448605753979411E-01 a       351     0    18     1    11
 -7.1397518035310345E-02 a       352     0    18     1    12
 -3.4398592360603342E-01 a       353     0    18     1    13
 -2.3631335752650259E-01 a       354     0    18     1    14
  1.5402253026399956E-01 a       355     0    18     1    15
  2.8789338000393683E-01 a       356     0    18     1    16
 -1.6894682432046726E-01 a       357     0    18     1    17
  8.7351913161517664E-02 a       358     0    18     1    18
  7.5484727424588616E-02 a       359     0    18     1    19
  6.3916444559467198E-02 a       360     0    18     1    20
 -8.1269618684507744E-02 a       361     0    19     1     1
  6.5889093939169904E-02 a       362     0    19     1     2
  1.5235225347060388E-01 a       363     0    19     1     3
 -6.4000870920212671E-02 a       364     0    19     1     4
  6.3356357573223887E-02 a       365     0    19     1     5
  7.6044591574525658E-02 a       366     0    19     1     6
 -3.3922235435069150E-03 a       367     0    19     1     7
 -8.3079109968672196E-02 a       368     0    19     1     8
  1.0779453529786352E-01 a       369     0    19     1     9
  1.7335532760998235E-01 a       370     0    19     1    10
 -2.0433216913984634E-01 a       371     0    19     1    11
  4.4091879181706777E-03 a       372     0    19     1    12
 -1.1236609418295500E-01 a       373     0    19     1    13
  3.7262194699620427E-01 a       374     0    19     1    14
 -3.9677653090800824E-01 a       375     0    19     1    15
  3.3021993354814670E-02 a       376     0    19     1    16
  4.4906121245937888E-02 a       377     0    19     1    17
  3.2190097892975389E-02 a       378     0    19     1    18
 -1.0545712408196727E-02 a       379     0    19     1    19
  1.1124931390254197E-01 a       380     0    19     1    20
 -1.4370470988065709E-01 a       381     0    20     1     1
  1.3355581487571846E-01 a       382     0    20     1     2
 -2.1834605035398907E-01 a       383     0    20     1     3
  1.9098756214483537E-01 a       384     0    20     1     4
 -1.3596715228243603E-01 a       385     0    20     1     5
  8.0420468250101768E-02 a       386     0    20     1     6
  6.4855547467952177E-02 a       387     0    20     1     7
  5.3035114990784782E-02 a       388     0    20     1     8
  8.3344830660504021E-02 a       389     0    20     1     9
 -5.3559354218959132E-02 a       390     0    20     1    10
 -1.1219673624541250E-01 a       391     0    20     1    11
 -1.7044920205494002E-01 a       392     0    20     1    12
 -6.8027975958762199E-02 a       393     0    20     1    13
  1.6132464567190929E-01 a       394     0    20     1    14
  2.2066938820136137E-02 a       395     0    20     1    15
 -3.7111793581276609E-01 a       396     0    20     1    16
 -5.9868153684295447E-02 a       397     0    20     1    17
 -9.2350892002014850E-02 a       398     0    20     1    18
 -9.5788451284472845E-02 a       399     0    20     1    19
  2.2811639391298036E-03 a       400     0    20     1    20
  1.3268217589278797E-01 a       401     0    21     1     1
  2.2336394283115332E-01 a       402     0    21     1     2
  2.7084083582897861E-01 a       403     0    21     1     3
 -2.8079177283155249E-01 a       404     0    21     1     4
 -1.7813060264534178E-02 a       405     0    21     1     5
  1.3228717863350259E-01 a       406     0    21     1     6
 -3.6151480079388998E-01 a       407     0    21     1     7
 -1.9028200651705277E-01 a       408     0    21     1     8
 -1.4206339605657367E-01 a       409     0    21     1     9
  2.2155805513753832E-01 a       410     0    21     1    10
  3.4220735585823940E-02 a       411     0    21     1    11
  1.9285772592177758E-01 a       412     0    21     1    12
  2.7259234040799177E-02 a       413     0    21     1    13
  1.7807614268923064E-01 a       414     0    21     1    14
  4.4640861420217247E-02 a       415     0    21     1    15
  8.0112362650733571E-02 a       416     0    21     1    16
  1.4246407776497563E-01 a       417     0    21     1    17
  6.8459938917286328E-02 a       418     0    21     1    18
  1.8647766703809486E-02 a       419     0    21     1    19
  2.1890314233260322E-01 a       420     0    21     1    20
 -2.4122537215746703E-01 a       421     0    22     1     1
 -1.4560391427187586E-01 a       422     0    22     1     2
  3.8182046004995342E-02 a       423     0    22     1     3
 -4.9031456918930255E-01 a       424     0    22     1     4
  7.2692664919029593E-02 a       425     0    22     1     5
  1.2142214309523632E-01 a       426     0    22     1     6
  4.5583289008654893E-01 a       427     0    22     1     7
  4.7875892098207040E-01 a       428     0    22     1     8
  1.4420857816087584E-01 a       429     0    22     1     9
  2.8161501540636680E-01 a       430     0    22     1    10
  2.2278796445697280E-01 a       431     0    22     1    11
 -3.4135178694317303E-01 a       432     0    22     1    12
  2.1144655098895149E-01 a       433     0    22     1    13
 -1.4013019082933958E-01 a       434     0    22     1    14
  5.1911834939907454E-02 a       435     0    22     1    15
  2.8381075662747118E-01 a       436     0    22     1    16
  1.4558573408151247E-02 a       437     0    22     1    17
  4.6325333331227368E-02 a       438     0    22     1    18
  5.8086029231987954E-02 a       439     0    22     1    19
  1.1240401001801507E-01 a       440     0    22     1    20
 -6.0264798195235066E-02 a       441     0    23     1     1
 -2.0250611412286551E-01 a       442     0    23     1     2
  1.4896580129233106E-01 a       443     0    23     1     3
 -4.8619129926929419E-02 a       444     0    23     1     4
 -1.9393691595980272E-01 a       445     0    23     1     5
 -1.0399011398755476E-01 a       446     0    23     1     6
 -2.4584341550704908E-01 a       447     0    23     1     7
 -1.7532789371682601E-02 a       448     0    23     1     8
 -2.1374825080901144E-01 a       449     0    23     1     9
  2.1865355512069851E-01 a       450     0    23     1    10
 -4.0711992810241064E-02 a       451     0    23     1    11
  1.1460778494179583E-01 a       452     0    23     1    12
 -5.1154721483367666E-02 a       453     0    23     1    13
  1.0554776999359761E-01 a       454     0    23     1    14
  3.0793145915591197E-01 a       455     0    23     1    15
  1.3258387566886806E-01 a       456     0    23     1    16
 -2.2416709133785784E-01 a       457     0    23     1    17
  1.7045736666025821E-01 a       458     0    23     1    18
 -1.5594274650719198E-01 a       459     0    23     1    19
 -8.8317893754430332E-02 a       460     0    23     1    20
  1.8038036442504160E-01 a       461     0    24     1     1
 -9.2471782299057892E-02 a       462     0    24     1     2
  3.1130282018296673E-01 a       463     0    24     1     3
  2.0559649156728993E-01 a       464     0    24     1     4
 -1.8943545497169853E-01 a       465     0    24     1     5
 -7.8545704642809314E-02 a       466     0    24     1     6
 -2.2310587726402355E-02 a       467     0    24     1     7
 -3.2747287287868310E-01 a       468     0    24     1     8
 -1.7759776250555045E-01 a       469     0    24     1     9
 -3.6983472948113610E-01 a       470     0    24     1    10
  8.8719069121772604E-02 a       471     0    24     1    11
 -1.5478098950571045E-01 a       472     0    24     1    12
  1.9987708654969824E-01 a       473     0    24     1    13
  1.6444882310161188E-01 a       474     0    24     1    14
 -5.9666219161344042E-02 a       475     0    24     1    15
  3.0871057480008629E-01 a       476     0    24     1    16
  1.5258593932306844E-01 a       477     0    24     1    17
  2.0602920672958705E-01 a       478     0    24     1    18
 -7.5822505719209371E-02 a       479     0    24     1    19
 -2.5101454711992832E-01 a       480     0    24     1    20
 -4.0223420848357677E-01 a       481     0    25     1     1
  2.6652503239779951E-01 a       482     0    25     1     2
 -3.8035569161755534E-01 a       483     0    25     1     3
 -1.3327235570632948E-01 a       484     0    25     1     4
  3.4713569597842264E-01 a       485     0    25     1     5
  5.2645889871160345E-01 a       486     0    25     1     6
  5.6120068465442408E-01 a       487     0    25     1     7
 -6.3255727031560446E-02 a       488     0    25     1     8
  5.0785706233176087E-01 a       489     0    25     1     9
  3.3367469881356265E-01 a       490     0    25     1    10
 -5.2362923555629291E-02 a       491     0    25     1    11
  2.8416510182386545E-01 a       492     0    25     1    12
 -2.3055484075254526E-01 a       493     0    25     1    13
  2.0588033631754046E-01 a       494     0    25     1    14
  1.7705385811956406E-01 a       495     0    25     1    15
 -3.0737684893278427E-01 a       496     0    25     1    16
 -2.3717141464285899E-02 a       497     0    25     1    17
  4.6622589735315530E-02 a       498     0    25     1    18
  2.5571117191128478E-01 a       499     0    25     1    19
  9.6197774157375307E-02 a       500     0    25     1    20
  3.3009689568562768E-02 a       501     0    26     1     1
 -1.5546466349262872E-01 a       502     0    26     1     2
  3.3319097307979934E-01 a       503     0    26     1     3
  1.0555187764149760E-02 a       504     0    26     1     4
  1.8488996405270253E-01 a       505     0    26     1     5
 -2.4752268251328666E-01 a       506     0    26     1     6
 -6.9580081596364335E-02 a       507     0    26     1     7
 -7.3311122434125339E-02 a       508     0    26     1     8
 -3.1013039522278929E-01 a       509     0    26     1     9
 -1.6680176252261902E-01 a       510     0    26     1    10
  1.2293494097698109E-01 a       511     0    26     1    11
 -2.0046901542099725E-02 a       512     0    26     1    12
 -2.1395032810985928E-01 a       513     0    26     1    13
 -3.0021650176290621E-01 a       514     0    26     1    14
  2.2593024376614343E-01 a       515     0    26     1    15
  8.4611397971382854E-02 a       516     0    26     1    16
  3.8806586749708216E-02 a       517     0    26     1    17
  1.4332179565860143E-01 a       518     0    26     1    18
 -1.3252894377382041E-01 a       519     0    26     1    19
  6.5981807530434533E-02 a       520     0    26     1    20
  6.3545882121166450E-02 a       521     0    27     1     1
  9.4347224271964264E-02 a       522     0    27     1     2
 -1.4011888389659041E-01 a       523     0    27     1     3
  1.9797926683453035E-01 a       524     0    27     1     4
 -3.4139914258800468E-02 a       525     0    27     1     5
  6.5667947587437367E-02 a       526     0    27     1     6
  1.7117956129610779E-01 a       527     0    27     1     7
  1.3747426298845560E-02 a       528     0    27     1     8
  1.3341980853084787E-02 a       529     0    27     1     9
 -3.5564633743083235E-01 a       530     0    27     1    10
