################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.8873158658526765E-01 a       531     0    27     1    11
 -4.8116669275187048E-02 a       532     0    27     1    12
 -1.7086072119911835E-01 a       533     0    27     1    13
 -2.2491900811385312E-01 a       534     0    27     1    14
  1.6151024384051860E-01 a       535     0    27     1    15
 -9.0484765021441163E-02 a       536     0    27     1    16
  3.8118915022429817E-01 a       537     0    27     1    17
  1.4959327406623054E-02 a       538     0    27     1    18
  1.1580893171343469E-01 a       539     0    27     1    19
 -2.0564373220364154E-01 a       540     0    27     1    20
 -2.5469198804390003E-01 a       541     0    28     1     1
 -1.1464924423371625E-01 a       542     0    28     1     2
  1.9134463923334530E-01 a       543     0    28     1     3
 -6.8643198515413714E-02 a       544     0    28     1     4
  1.0267103434879064E-01 a       545     0    28     1     5
  2.4809167995404731E-02 a       546     0    28     1     6
  2.0179096189438428E-03 a       547     0    28     1     7
 -1.3127440771630486E-01 a       548     0    28     1     8
 -1.1254714980839269E-01 a       549     0    28     1     9
  2.7132338971960285E-01 a       550     0    28     1    10
 -6.3511267268358982E-03 a       551     0    28     1    11
  2.4467853828949799E-02 a       552     0    28     1    12
  3.1217130243026381E-01 a       553     0    28     1    13
  3.3606643695299471E-01 a       554     0    28     1    14
 -6.7900799262860176E-02 a       555     0    28     1    15
 -1.6112693069104886E-01 a       556     0    28     1    16
 -8.4012406914655086E-02 a       557     0    28     1    17
 -1.0728555247922242E-01 a       558     0    28     1    18
 -6.8667924506148281E-02 a       559     0    28     1    19
  2.2788334028931412E-01 a       560     0    28     1    20
  2.4530517816186825E-01 a       561     0    29     1     1
 -4.9109240141781384E-02 a       562     0    29     1     2
  1.8438826535762476E-01 a       563     0    29     1     3
  2.2388712284656165E-02 a       564     0    29     1     4
  9.0259969957660266E-02 a       565     0    29     1     5
 -1.1873340343241257E-01 a       566     0    29     1     6
 -2.0573043507633917E-01 a       567     0    29     1     7
  3.6671749502417195E-02 a       568     0    29     1     8
  1.7836720175517343E-01 a       569     0    29     1     9
  1.6065128741270662E-01 a       570     0    29     1    10
  1.6564387833731145E-03 a       571     0    29     1    11
  1.0262183088086092E-01 a       572     0    29     1    12
  3.3974443509640496E-02 a       573     0    29     1    13
 -5.1548868521062961E-03 a       574     0    29     1    14
 -3.6877317160963413E-01 a       575     0    29     1    15
  2.5199496503519841E-01 a       576     0    29     1    16
 -1.1393409738327313E-01 a       577     0    29     1    17
  8.8491364421247262E-02 a       578     0    29     1    18
  5.0165630922412351E-02 a       579     0    29     1    19
 -9.9063748351192887E-02 a       580     0    29     1    20
 -1.9532538394269380E-01 a       581     0    30     1     1
  2.9795466345769317E-01 a       582     0    30     1     2
 -2.0450378812224296E-01 a       583     0    30     1     3
  3.1929844965267268E-01 a       584     0    30     1     4
  2.6004637853688439E-01 a       585     0    30     1     5
 -2.5183198787346256E-01 a       586     0    30     1     6
 -1.6394141612793952E-02 a       587     0    30     1     7
 -2.6250385148649791E-01 a       588     0    30     1     8
 -1.0486394830169568E-01 a       589     0    30     1     9
  1.1065245936890428E-01 a       590     0    30     1    10
 -4.4913370385225936E-02 a       591     0    30     1    11
  2.2505446446524277E-01 a       592     0    30     1    12
 -3.0978343276918976E-02 a       593     0    30     1    13
  2.2504900914317751E-02 a       594     0    30     1    14
 -2.8785375487701209E-01 a       595     0    30     1    15
 -2.5634256558666246E-01 a       596     0    30     1    16
 -4.4207358409005015E-01 a       597     0    30     1    17
 -1.9367694026198898E-01 a       598     0    30     1    18
  1.1646695396741928E-02 a       599     0    30     1    19
  2.9601705302633652E-01 a       600     0    30     1    20
  1.4637174037694692E-01 a       601     0    31     1     1
 -1.5547980636900124E-01 a       602     0    31     1     2
  2.5218942715339437E-01 a       603     0    31     1     3
 -4.0757909884504520E-02 a       604     0    31     1     4
 -2.3567780447794939E-01 a       605     0    31     1     5
 -1.3425461205962699E-01 a       606     0    31     1     6
  1.1705381560927423E-01 a       607     0    31     1     7
  2.4259705028020051E-01 a       608     0    31     1     8
  1.5501453255704081E-01 a       609     0    31     1     9
  2.5408808151884127E-01 a       610     0    31     1    10
 -2.8790740503888473E-01 a       611     0    31     1    11
 -1.3248118015655824E-01 a       612     0    31     1    12
 -2.2600572032960925E-01 a       613     0    31     1    13
  5.7596037328622375E-02 a       614     0    31     1    14
 -2.9957492586159107E-01 a       615     0    31     1    15
 -4.6836023212284243E-02 a       616     0    31     1    16
  6.7123469306040975E-02 a       617     0    31     1    17
 -6.6995777535441364E-02 a       618     0    31     1    18
 -2.9551278784745888E-01 a       619     0    31     1    19
 -2.3968158141922821E-01 a       620     0    31     1    20
  3.4326083065028318E-01 a       621     0    32     1     1
 -6.7628959314542575E-02 a       622     0    32     1     2
  1.7184316671513267E-02 a       623     0    32     1     3
 -6.3092897397635947E-02 a       624     0    32     1     4
  2.8534979958921101E-03 a       625     0    32     1     5
  1.3741087341346396E-02 a       626     0    32     1     6
 -2.1640109292160042E-01 a       627     0    32     1     7
  2.7615389608396501E-01 a       628     0    32     1     8
  1.6213691349521196E-02 a       629     0    32     1     9
  8.4108906954661593E-03 a       630     0    32     1    10
 -4.7904433483545471E-02 a       631     0    32     1    11
  1.2273942866773610E-01 a       632     0    32     1    12
  4.5062092523305924E-02 a       633     0    32     1    13
 -1.2410059654534199E-01 a       634     0    32     1    14
  9.2624971562518976E-02 a       635     0    32     1    15
  2.4925184004562984E-01 a       636     0    32     1    16
  2.5748983187730756E-01 a       637     0    32     1    17
  1.0542525923450857E-01 a       638     0    32     1    18
  2.3495803902132764E-01 a       639     0    32     1    19
 -5.0747343885992224E-02 a       640     0    32     1    20
  6.5821699906057274E-01 b       641     1     1
  4.1857294589434768E-01 b       642     1     2
 -1.1748408796633631E+00 b       643     1     3
  4.5760953204058502E-01 b       644     1     4
  3.7754851935654277E-01 b       645     1     5
 -6.9281441383881104E-01 b       646     1     6
 -5.8866802713228650E-01 b       647     1     7
 -1.1976911938609687E+00 b       648     1     8
 -5.8847973617532112E-01 b       649     1     9
 -1.3632911265006584E+00 b       650     1    10
  2.2068297903728729E-01 b       651     1    11
 -6.3205896349784541E-01 b       652     1    12
  1.4513372401076332E+00 b       653     1    13
  4.7292607904967976E-01 b       654     1    14
 -4.3104661734565308E-01 b       655     1    15
 -1.4485111229746690E+00 b       656     1    16
 -1.5239034515569623E+00 b       657     1    17
 -7.9721509920475853E-01 b       658     1    18
  1.2761645064038720E+00 b       659     1    19
 -8.0250252202986205E-01 b       660     1    20
 -5.5129300409783220E-02 a       661     1     1     2     1
  3.0851368964794523E-01 a       662     1     1     2     2
  1.7643170507106112E-01 a       663     1     1     2     3
  5.7250988635673183E-01 a       664     1     1     2     4
  1.0864858915884566E-01 a       665     1     1     2     5
 -1.5056038875738023E-01 a       666     1     1     2     6
 -3.0768846468188793E-01 a       667     1     1     2     7
 -4.2670354879718425E-01 a       668     1     1     2     8
 -4.0472127220867748E-01 a       669     1     1     2     9
 -4.0298466393413052E-01 a       670     1     1     2    10
 -6.1572028140972339E-02 a       671     1     1     2    11
 -4.3020764447189724E-01 a       672     1     1     2    12
  6.4154455432836899E-01 a       673     1     1     2    13
  2.8076565122020142E-01 a       674     1     1     2    14
  4.4748331892762738E-01 a       675     1     1     2    15
 -4.0210683673608671E-01 a       676     1     1     2    16
 -2.4095939507861436E-01 a       677     1     1     2    17
 -1.3114019642632585E-02 a       678     1     1     2    18
 -1.0604282385240585E-01 a       679     1     1     2    19
 -5.7976801307794890E-01 a       680     1     1     2    20
 -2.5326895503583985E-01 a       681     1     2     2     1
 -4.6240938609517618E-01 a       682     1     2     2     2
 -2.1885583761938324E-01 a       683     1     2     2     3
 -4.6046272312757569E-01 a       684     1     2     2     4
  5.2084951943332103E-01 a       685     1     2     2     5
 -2.8870059240476566E-02 a       686     1     2     2     6
  5.9055021718729883E-01 a       687     1     2     2     7
  2.8202530102469381E-01 a       688     1     2     2     8
 -4.0658095986237147E-01 a       689     1     2     2     9
  9.1632264990687259E-02 a       690     1     2     2    10
 -1.2908204235585249E-01 a       691     1     2     2    11
 -4.3678957570386845E-01 a       692     1     2     2    12
 -3.5638157494602152E-01 a       693     1     2     2    13
 -5.7570819558164461E-02 a       694     1     2     2    14
 -8.1385076544875257E-02 a       695     1     2     2    15
 -3.0637163463082706E-01 a       696     1     2     2    16
 -4.8338940169895939E-01 a       697     1     2     2    17
  5.1847980982486785E-01 a       698     1     2     2    18
 -1.6178919128612884E-02 a       699     1     2     2    19
 -1.1830020980854644E-01 a       700     1     2     2    20
  6.4400858339965439E-01 a       701     1     3     2     1
  3.6192207284974409E-01 a       702     1     3     2     2
 -4.3349187379324544E-01 a       703     1     3     2     3
 -4.5458918135841897E-01 a       704     1     3     2     4
  6.0670059426061768E-02 a       705     1     3     2     5
 -3.4959768726080448E-01 a       706     1     3     2     6
 -1.6379104898392216E-01 a       707     1     3     2     7
 -3.3901264484757293E-01 a       708     1     3     2     8
  2.6919493424031782E-01 a       709     1     3     2     9
  1.2428580136929331E-01 a       710     1     3     2    10
 -4.5234752044200294E-01 a       711     1     3     2    11
  4.0134101471174050E-01 a       712     1     3     2    12
 -2.7114680468794577E-01 a       713     1     3     2    13
  4.6229163687577052E-01 a       714     1     3     2    14
 -1.6365723554521122E-01 a       715     1     3     2    15
 -7.2353394258833956E-02 a       716     1     3     2    16
 -2.1417154192101089E-02 a       717     1     3     2    17
  2.6558552153983644E-01 a       718     1     3     2    18
 -1.8009594695557440E-01 a       719     1     3     2    19
  3.9295278940457568E-01 a       720     1     3     2    20
 -1.3322610010413652E-01 a       721     1     4     2     1
  4.4355844569113023E-01 a       722     1     4     2     2
  1.3170584691374082E-01 a       723     1     4     2     3
 -8.4083658326823782E-02 a       724     1     4     2     4
 -2.2333859301057526E-01 a       725     1     4     2     5
  9.2030430328854815E-02 a       726     1     4     2     6
 -1.2665185077876884E-01 a       727     1     4     2     7
 -4.4318939656168244E-01 a       728     1     4     2     8
 -3.9597388007235101E-01 a       729     1     4     2     9
  2.5657344662725123E-01 a       730     1     4     2    10
  7.9168463639770537E-02 a       731     1     4     2    11
 -4.5166565050740087E-01 a       732     1     4     2    12
 -7.5337100563000067E-02 a       733     1     4     2    13
  2.3250430056001586E-01 a       734     1     4     2    14
  3.5443280482709269E-02 a       735     1     4     2    15
  2.7759880460415554E-01 a       736     1     4     2    16
  6.2130090756915457E-01 a       737     1     4     2    17
  5.4705073652696967E-01 a       738     1     4     2    18
  2.9253301950908628E-01 a       739     1     4     2    19
  2.9408467602155580E-01 a       740     1     4     2    20
  3.2627770559721697E-01 a       741     1     5     2     1
 -1.2332401486251560E-02 a       742     1     5     2     2
  4.3989801347175111E-01 a       743     1     5     2     3
  5.7967516590590418E-01 a       744     1     5     2     4
  1.5778716088775693E-01 a       745     1     5     2     5
  6.3218325351646276E-01 a       746     1     5     2     6
  5.9451907087826639E-01 a       747     1     5     2     7
  6.0636472520713547E-01 a       748     1     5     2     8
  4.7913733241117212E-01 a       749     1     5     2     9
  6.0523987981174299E-01 a       750     1     5     2    10
  3.7017479542781118E-02 a       751     1     5     2    11
 -1.3160687073285368E-01 a       752     1     5     2    12
  1.2961777105904867E-02 a       753     1     5     2    13
 -2.2368314532710351E-01 a       754     1     5     2    14
 -4.4706135803058805E-01 a       755     1     5     2    15
 -4.5861800690540910E-01 a       756     1     5     2    16
  1.6640459698678758E-01 a       757     1     5     2    17
 -3.6281731121157873E-02 a       758     1     5     2    18
  4.4732595110366019E-01 a       759     1     5     2    19
 -3.7907715254648217E-01 a       760     1     5     2    20
 -2.8819143112118673E-01 a       761     1     6     2     1
  8.3236387912061893E-02 a       762     1     6     2     2
  9.7509006893949160E-02 a       763     1     6     2     3
 -5.4696697378175951E-01 a       764     1     6     2     4
 -2.4806490054902650E-01 a       765     1     6     2     5
 -1.7343021667946212E-01 a       766     1     6     2     6
  4.7519747518765232E-01 a       767     1     6     2     7
  5.0419787796552407E-01 a       768     1     6     2     8
 -3.9096429853428305E-01 a       769     1     6     2     9
 -7.5768408455053213E-02 a       770     1     6     2    10
  7.9228954120084261E-01 a       771     1     6     2    11
 -1.1448908291608632E-02 a       772     1     6     2    12
  1.9547036321724603E-01 a       773     1     6     2    13
  3.8090582425873265E-01 a       774     1     6     2    14
  2.0275668528315161E-01 a       775     1     6     2    15
 -4.5244717418388558E-01 a       776     1     6     2    16
  1.9364141493167103E-01 a       777     1     6     2    17
  6.4042975128379331E-01 a       778     1     6     2    18
  7.0677359459793854E-01 a       779     1     6     2    19
 -3.7909833498404594E-01 a       780     1     6     2    20
  3.8063390484588139E-01 a       781     1     7     2     1
 -5.3995213347435178E-01 a       782     1     7     2     2
  2.7258593701789191E-01 a       783     1     7     2     3
 -9.6070659505545261E-02 a       784     1     7     2     4
  3.9415273062800693E-01 a       785     1     7     2     5
 -2.7161330345324064E-01 a       786     1     7     2     6
 -2.6929182392857837E-01 a       787     1     7     2     7
  7.6218728218473863E-02 a       788     1     7     2     8
  1.3212714383075905E-01 a       789     1     7     2     9
  8.7477584684064497E-02 a       790     1     7     2    10
 -3.9656660729778614E-01 a       791     1     7     2    11
  1.7414177004732781E-01 a       792     1     7     2    12
 -6.3146260491951212E-01 a       793     1     7     2    13
 -7.3366418885268722E-02 a       794     1     7     2    14
 -6.5515443374852200E-01 a       795     1     7     2    15
 -5.5917902637205585E-01 a       796     1     7     2    16
  2.6210640818715142E-01 a       797     1     7     2    17
 -5.5085226742575133E-01 a       798     1     7     2    18
 -2.6058935732528848E-01 a       799     1     7     2    19
  7.0862849595361752E-02 a       800     1     7     2    20
  2.5214897284435073E-01 a       801     1     8     2     1
 -5.6906298697304514E-01 a       802     1     8     2     2
 -6.9280004606602974E-03 a       803     1     8     2     3
 -6.8903453529112382E-02 a       804     1     8     2     4
  6.5431196556695870E-01 a       805     1     8     2     5
 -2.0511796233654450E-01 a       806     1     8     2     6
  8.2388486159907820E-02 a       807     1     8     2     7
  8.0664532569193662E-02 a       808     1     8     2     8
 -4.7791029924060480E-01 a       809     1     8     2     9
 -7.6654797860838442E-01 a       810     1     8     2    10
  2.2971222099176977E-01 a       811     1     8     2    11
 -2.9174272850908450E-01 a       812     1     8     2    12
 -6.9401506178706926E-02 a       813     1     8     2    13
  7.2050250699517593E-01 a       814     1     8     2    14
 -6.2834467514603476E-01 a       815     1     8     2    15
 -3.7760777046710620E-01 a       816     1     8     2    16
 -3.6526507203661035E-01 a       817     1     8     2    17
  5.2727435512229026E-01 a       818     1     8     2    18
 -3.3279244337735753E-01 a       819     1     8     2    19
  3.8534898513908072E-01 a       820     1     8     2    20
 -3.1347374681329881E-01 a       821     1     9     2     1
 -3.2919223671343362E-01 a       822     1     9     2     2
 -2.6956239477561528E-01 a       823     1     9     2     3
 -1.1644751424535624E-01 a       824     1     9     2     4
 -5.2509608040980489E-02 a       825     1     9     2     5
 -3.3695530841834381E-01 a       826     1     9     2     6
 -8.0532939547924301E-02 a       827     1     9     2     7
  4.2608325831469462E-01 a       828     1     9     2     8
  2.2681984969768490E-01 a       829     1     9     2     9
  5.1306207429963202E-01 a       830     1     9     2    10
 -8.6545511720974175E-02 a       831     1     9     2    11
  3.3920745705281069E-01 a       832     1     9     2    12
 -4.4538642378854804E-01 a       833     1     9     2    13
 -5.4213240981112076E-01 a       834     1     9     2    14
  2.1298417914192946E-01 a       835     1     9     2    15
  5.5910760493300005E-01 a       836     1     9     2    16
 -5.0448527254012798E-01 a       837     1     9     2    17
  4.2865864027338479E-01 a       838     1     9     2    18
 -5.7586597094672154E-01 a       839     1     9     2    19
  4.8528784737769126E-01 a       840     1     9     2    20
 -3.5222241430413442E-01 a       841     1    10     2     1
 -4.9546682282105081E-01 a       842     1    10     2     2
  4.0210443625526177E-01 a       843     1    10     2     3
 -4.5309464818486481E-02 a       844     1    10     2     4
 -4.0138787238191365E-01 a       845     1    10     2     5
  6.1565850425642632E-01 a       846     1    10     2     6
 -9.6766921634218600E-02 a       847     1    10     2     7
 -4.6017637912757237E-01 a       848     1    10     2     8
  4.4558494822921235E-01 a       849     1    10     2     9
 -1.6660245411894348E-01 a       850     1    10     2    10
 -3.3119706264751192E-01 a       851     1    10     2    11
 -2.6578852546483051E-01 a       852     1    10     2    12
  1.7623387852632139E-01 a       853     1    10     2    13
  6.6404721014299661E-01 a       854     1    10     2    14
  2.2545944670384713E-01 a       855     1    10     2    15
 -6.1627456389756563E-01 a       856     1    10     2    16
  4.5845891766828778E-01 a       857     1    10     2    17
  5.8350477070984497E-01 a       858     1    10     2    18
  2.8717871010900881E-01 a       859     1    10     2    19
 -2.1929509867589347E-01 a       860     1    10     2    20
 -3.6313496410390739E-01 a       861     1    11     2     1
 -4.0281567667837542E-01 a       862     1    11     2     2
 -2.4751838339849819E-01 a       863     1    11     2     3
  3.8832853253978145E-01 a       864     1    11     2     4
 -4.3895377500913546E-01 a       865     1    11     2     5
 -1.5880432201793493E-01 a       866     1    11     2     6
  3.1930063480640508E-01 a       867     1    11     2     7
 -1.6656080970062548E-01 a       868     1    11     2     8
 -5.8606560598738455E-01 a       869     1    11     2     9
  1.1908788989432251E-01 a       870     1    11     2    10
  2.2417267159389939E-01 a       871     1    11     2    11
 -6.0907772307630614E-01 a       872     1    11     2    12
  1.4402261242329450E-01 a       873     1    11     2    13
  1.8750011395859006E-01 a       874     1    11     2    14
  4.6646467361381105E-01 a       875     1    11     2    15
 -8.5998173386567303E-02 a       876     1    11     2    16
  5.0062277698625635E-01 a       877     1    11     2    17
 -1.3730746072339123E-01 a       878     1    11     2    18
 -3.1783533474940356E-01 a       879     1    11     2    19
  9.4309311607271420E-02 a       880     1    11     2    20
  1.0241307515184724E-01 a       881     1    12     2     1
  2.1606107436480015E-01 a       882     1    12     2     2
 -4.7372293212669177E-02 a       883     1    12     2     3
  7.0493495079177543E-02 a       884     1    12     2     4
  6.5094505848644613E-01 a       885     1    12     2     5
  5.1654470946941167E-01 a       886     1    12     2     6
  5.1677718744858170E-01 a       887     1    12     2     7
 -2.1563506307339941E-02 a       888     1    12     2     8
  3.1388067261079666E-01 a       889     1    12     2     9
 -9.2470455199718138E-02 a       890     1    12     2    10
  7.4549302743545365E-01 a       891     1    12     2    11
 -3.5522562982120465E-01 a       892     1    12     2    12
 -1.3153025721579677E-02 a       893     1    12     2    13
 -8.6158067721596066E-02 a       894     1    12     2    14
  1.0017561538825975E-01 a       895     1    12     2    15
  2.9083652325741793E-01 a       896     1    12     2    16
 -1.7778958570178416E-01 a       897     1    12     2    17
  6.6566320932659323E-02 a       898     1    12     2    18
 -5.5437670654375193E-01 a       899     1    12     2    19
  4.1213478342310927E-01 a       900     1    12     2    20
 -6.3095149149494256E-01 a       901     1    13     2     1
 -3.3939464252133750E-01 a       902     1    13     2     2
 -5.9685033765305491E-02 a       903     1    13     2     3
  1.3024193582046856E-01 a       904     1    13     2     4
 -2.3724292174125708E-01 a       905     1    13     2     5
 -2.1241861234058240E-01 a       906     1    13     2     6
 -1.0333458437775665E-02 a       907     1    13     2     7
 -5.9709499133138699E-01 a       908     1    13     2     8
 -4.8210981212066251E-01 a       909     1    13     2     9
  2.4740730843100783E-01 a       910     1    13     2    10
 -2.1935497583572752E-01 a       911     1    13     2    11
 -1.7844697262768278E-01 a       912     1    13     2    12
  6.6783600698670176E-01 a       913     1    13     2    13
  1.5729426962742996E-01 a       914     1    13     2    14
  4.0045825339329644E-01 a       915     1    13     2    15
 -3.1847157574362461E-01 a       916     1    13     2    16
  4.6225818519713646E-01 a       917     1    13     2    17
  1.7230832669261897E-01 a       918     1    13     2    18
 -2.5601500788939611E-02 a       919     1    13     2    19
  3.5470571257929123E-01 a       920     1    13     2    20
  2.9737730330449369E-01 a       921     1    14     2     1
 -8.1646555260391079E-02 a       922     1    14     2     2
  1.0033991913215481E-01 a       923     1    14     2     3
  5.5538794808522607E-01 a       924     1    14     2     4
  1.9329736714965146E-01 a       925     1    14     2     5
 -4.2695607880627304E-02 a       926     1    14     2     6
  3.3866144287578659E-01 a       927     1    14     2     7
 -2.7629348637365891E-01 a       928     1    14     2     8
 -2.0526601472629283E-01 a       929     1    14     2     9
  3.3238104204869379E-01 a       930     1    14     2    10
 -1.8758054335022853E-01 a       931     1    14     2    11
  3.3807301383112853E-01 a       932     1    14     2    12
  6.0468729373539742E-01 a       933     1    14     2    13
 -4.6825131885620641E-01 a       934     1    14     2    14
 -1.5898805465758054E-01 a       935     1    14     2    15
 -2.7501410300782214E-01 a       936     1    14     2    16
 -5.1269511324635408E-01 a       937     1    14     2    17
  2.0923693987260911E-01 a       938     1    14     2    18
 -3.6415047298242359E-01 a       939     1    14     2    19
 -4.3431467666146939E-01 a       940     1    14     2    20
 -1.1812159409661067E-01 a       941     1    15     2     1
 -1.1573678124108845E-01 a       942     1    15     2     2
 -2.7792999509243815E-01 a       943     1    15     2     3
  2.7955505018447180E-01 a       944     1    15     2     4
  2.9530597189463198E-01 a       945     1    15     2     5
 -2.4899231006959172E-01 a       946     1    15     2     6
  4.7806372546558829E-01 a       947     1    15     2     7
  2.5937025057668422E-01 a       948     1    15     2     8
 -3.1329095292225911E-02 a       949     1    15     2     9
  5.2254757143973107E-01 a       950     1    15     2    10
  1.0225478795898487E-02 a       951     1    15     2    11
  4.2921319040349082E-01 a       952     1    15     2    12
  3.6481623905929700E-01 a       953     1    15     2    13
 -4.0087560943243916E-01 a       954     1    15     2    14
  1.4265089185451182E-01 a       955     1    15     2    15
 -1.7632071816349307E-01 a       956     1    15     2    16
  8.0383687838254905E-02 a       957     1    15     2    17
 -2.4786599309408922E-01 a       958     1    15     2    18
 -3.0008537340829106E-01 a       959     1    15     2    19
  1.0682677523487721E-01 a       960     1    15     2    20
  2.1284083421403185E-01 a       961     1    16     2     1
 -3.8677540488896894E-01 a       962     1    16     2     2
 -1.8090160834830815E-01 a       963     1    16     2     3
  6.1606763174197421E-01 a       964     1    16     2     4
  1.2563195835503346E-01 a       965     1    16     2     5
  3.0484810169310295E-01 a       966     1    16     2     6
 -1.4441485894342740E-01 a       967     1    16     2     7
  5.1051642461037283E-01 a       968     1    16     2     8
 -2.6994798361378580E-01 a       969     1    16     2     9
 -3.7824694091277089E-01 a       970     1    16     2    10
 -4.8479458783745505E-01 a       971     1    16     2    11
  1.2507607886239827E-01 a       972     1    16     2    12
 -1.9143971403214438E-01 a       973     1    16     2    13
  5.6341124796552311E-01 a       974     1    16     2    14
  4.2702123974447276E-01 a       975     1    16     2    15
  5.1784969315870455E-01 a       976     1    16     2    16
 -1.4544532413315017E-01 a       977     1    16     2    17
 -4.7249056361879219E-02 a       978     1    16     2    18
 -3.0528217064416241E-01 a       979     1    16     2    19
 -1.8311374612630968E-01 a       980     1    16     2    20
  6.7818594095100604E-01 a       981     1    17     2     1
  3.8489007968565359E-01 a       982     1    17     2     2
 -3.2154005081283388E-01 a       983     1    17     2     3
  1.9795019603945049E-01 a       984     1    17     2     4
  4.7085074019198114E-01 a       985     1    17     2     5
  6.4665623860396954E-02 a       986     1    17     2     6
 -5.3594705473158322E-01 a       987     1    17     2     7
  7.5662786029686794E-03 a       988     1    17     2     8
  3.4667929909821976E-01 a       989     1    17     2     9
 -2.5374737465446323E-01 a       990     1    17     2    10
  1.1507518085479466E-01 a       991     1    17     2    11
 -3.8588602280181805E-01 a       992     1    17     2    12
  2.1916408905508021E-02 a       993     1    17     2    13
 -5.5689807764252544E-02 a       994     1    17     2    14
  5.5761415301066453E-01 a       995     1    17     2    15
  4.5125915793467247E-01 a       996     1    17     2    16
  5.2135562562188786E-01 a       997     1    17     2    17
  5.0725317371184253E-01 a       998     1    17     2    18
 -5.1413486259329677E-01 a       999     1    17     2    19
 -3.3401046737462542E-01 a      1000     1    17     2    20
 -3.7312425119505466E-01 a      1001     1    18     2     1
 -6.6016381613993758E-01 a      1002     1    18     2     2
  1.8405499310417475E-01 a      1003     1    18     2     3
 -5.0666363108923607E-01 a      1004     1    18     2     4
 -5.1991269545018959E-01 a      1005     1    18     2     5
 -4.6411375186401493E-01 a      1006     1    18     2     6
  1.1600047692889574E-02 a      1007     1    18     2     7
 -5.7270349690289782E-02 a      1008     1    18     2     8
 -3.2498072503528452E-01 a      1009     1    18     2     9
  3.8481437552683623E-01 a      1010     1    18     2    10
  1.2364375829765303E-01 a      1011     1    18     2    11
  3.9317519775154275E-01 a      1012     1    18     2    12
 -2.6806982618724978E-01 a      1013     1    18     2    13
 -4.5797670801885165E-01 a      1014     1    18     2    14
 -9.7590171357140015E-02 a      1015     1    18     2    15
  1.7470045141919019E-01 a      1016     1    18     2    16
 -5.4974208274468095E-01 a      1017     1    18     2    17
 -2.6600057852424647E-01 a      1018     1    18     2    18
 -3.7395677471673544E-01 a      1019     1    18     2    19
  4.3633268956550086E-01 a      1020     1    18     2    20
  4.0943294223628457E-01 a      1021     1    19     2     1
  6.9368134490394417E-02 a      1022     1    19     2     2
 -4.8986556976382378E-01 a      1023     1    19     2     3
 -3.5980376002864127E-02 a      1024     1    19     2     4
 -1.8271415524210760E-01 a      1025     1    19     2     5
 -1.6273544752472827E-01 a      1026     1    19     2     6
 -2.8077734838341256E-01 a      1027     1    19     2     7
 -3.7504685477722688E-01 a      1028     1    19     2     8
 -2.7737669680860704E-02 a      1029     1    19     2     9
  2.8995226103479926E-01 a      1030     1    19     2    10
 -1.1355521363640468E-01 a      1031     1    19     2    11
 -4.4075036970369769E-01 a      1032     1    19     2    12
  2.9410947631558648E-01 a      1033     1    19     2    13
 -7.3802439983802215E-01 a      1034     1    19     2    14
 -3.2351776094871759E-01 a      1035     1    19     2    15
 -1.6024562883259164E-01 a      1036     1    19     2    16
 -2.4205078711236597E-01 a      1037     1    19     2    17
 -1.6494335430799947E-02 a      1038     1    19     2    18
  8.4029087369379563E-01 a      1039     1    19     2    19
  2.8995479291378501E-01 a      1040     1    19     2    20
 -6.7980015065015414E-02 a      1041     1    20     2     1
  4.5665890566116571E-02 a      1042     1    20     2     2
 -4.8818334788241241E-01 a      1043     1    20     2     3
 -7.8568414744235218E-02 a      1044     1    20     2     4
 -4.9818448413106529E-02 a      1045     1    20     2     5
 -3.6477934994536060E-01 a      1046     1    20     2     6
  3.3394224395503774E-01 a      1047     1    20     2     7
 -3.9636311504045296E-01 a      1048     1    20     2     8
 -2.9727236545028118E-01 a      1049     1    20     2     9
 -2.6215035694253341E-01 a      1050     1    20     2    10
  5.8968413944686693E-01 a      1051     1    20     2    11
  5.5543113483340900E-01 a      1052     1    20     2    12
 -6.7713383412878214E-01 a      1053     1    20     2    13
  4.8098413182225158E-02 a      1054     1    20     2    14
  5.3527875367761746E-01 a      1055     1    20     2    15
  2.6785370979371276E-01 a      1056     1    20     2    16
  2.5678689974313001E-01 a      1057     1    20     2    17
  2.0969492956147268E-01 a      1058     1    20     2    18
 -1.7777345905860137E-01 a      1059     1    20     2    19
  5.9008620267103540E-01 a      1060     1    20     2    20
  6.6528157186305670E-01 b      1061     2     1
  1.0442957116546465E+00 b      1062     2     2
 -8.7168423815388640E-01 b      1063     2     3
  8.9369569521552150E-01 b      1064     2     4
 -5.8885101826882558E-01 b      1065     2     5
 -7.8785566984677968E-01 b      1066     2     6
  3.2603258644784228E-01 b      1067     2     7
 -1.2642411367136854E+00 b      1068     2     8
 -8.3036998149948260E-01 b      1069     2     9
  1.2703885342209792E-01 b      1070     2    10
 -1.1239521039378779E+00 b      1071     2    11
