################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.2218542721823242E-02 a       140     0     7     1    20
 -2.8550411825271743E-01 a       141     0     8     1     1
 -4.6940351224123550E-01 a       142     0     8     1     2
 -3.2511493730356872E-01 a       143     0     8     1     3
 -8.4550874736905757E-02 a       144     0     8     1     4
 -7.9601427295416874E-02 a       145     0     8     1     5
 -1.4459100275286160E-01 a       146     0     8     1     6
 -1.5471223454226996E-01 a       147     0     8     1     7
 -3.1455138849987524E-01 a       148     0     8     1     8
  7.1912177160111043E-02 a       149     0     8     1     9
 -2.7280994106224471E-01 a       150     0     8     1    10
 -1.3561057590494754E-01 a       151     0     8     1    11
 -2.6369664090276923E-01 a       152     0     8     1    12
 -8.8098594933354576E-02 a       153     0     8     1    13
 -1.2902702604963548E-01 a       154     0     8     1    14
  2.5794825007526601E-01 a       155     0     8     1    15
  3.7598688924395235E-01 a       156     0     8     1    16
 -3.4822722080027069E-01 a       157     0     8     1    17
  1.2849560687853757E-03 a       158     0     8     1    18
 -1.1485841524718846E-01 a       159     0     8     1    19
 -7.3028391826187339E-02 a       160     0     8     1    20
 -1.6519649593032826E-01 a       161     0     9     1     1
 -1.4194065165790806E-01 a       162     0     9     1     2
 -3.5088296539555447E-02 a       163     0     9     1     3
 -1.8086448936688794E-02 a       164     0     9     1     4
  2.6797684352913881E-01 a       165     0     9     1     5
 -1.5373215558470887E-01 a       166     0     9     1     6
 -1.7467410568008521E-02 a       167     0     9     1     7
 -6.7126282583272925E-02 a       168     0     9     1     8
 -2.3524864169927370E-01 a       169     0     9     1     9
 -2.2280424390365369E-01 a       170     0     9     1    10
 -2.7512449269718081E-01 a       171     0     9     1    11
  5.3205590357567301E-01 a       172     0     9     1    12
  1.5140605070768715E-01 a       173     0     9     1    13
  2.5374043695838001E-02 a       174     0     9     1    14
 -2.7359533044543357E-02 a       175     0     9     1    15
 -1.1099862903309726E-01 a       176     0     9     1    16
  2.7856431145518858E-02 a       177     0     9     1    17
  1.8659322212635918E-01 a       178     0     9     1    18
 -1.0189214876237798E-01 a       179     0     9     1    19
 -3.1266190070454995E-02 a       180     0     9     1    20
  7.9666186652195603E-02 a       181     0    10     1     1
  2.5658106198082997E-01 a       182     0    10     1     2
  4.5014635652229559E-02 a       183     0    10     1     3
  2.8705326105324042E-01 a       184     0    10     1     4
  9.0546258194208931E-02 a       185     0    10     1     5
 -2.4310518572429184E-02 a       186     0    10     1     6
  1.7163124399696658E-01 a       187     0    10     1     7
  2.3549023066526345E-01 a       188     0    10     1     8
 -1.2042826436593575E-01 a       189     0    10     1     9
 -2.1557260866222147E-01 a       190     0    10     1    10
 -4.0239943399302658E-01 a       191     0    10     1    11
  1.8322290513632331E-01 a       192     0    10     1    12
  1.2754580940809523E-01 a       193     0    10     1    13
  4.3416068699221416E-01 a       194     0    10     1    14
 -1.0187047619423503E-01 a       195     0    10     1    15
  2.4265532766135706E-01 a       196     0    10     1    16
 -6.5017178100204437E-02 a       197     0    10     1    17
  1.5745920365448865E-01 a       198     0    10     1    18
 -2.0192837780120890E-02 a       199     0    10     1    19
 -6.8897312650163703E-02 a       200     0    10     1    20
  5.5630145447542858E-04 a       201     0    11     1     1
 -7.0269054485640600E-03 a       202     0    11     1     2
 -4.0573409086919691E-02 a       203     0    11     1     3
  1.4123759350536346E-02 a       204     0    11     1     4
 -1.1195786792230933E-02 a       205     0    11     1     5
 -1.7560906211534622E-01 a       206     0    11     1     6
 -1.0381743008126683E-01 a       207     0    11     1     7
 -8.5636939963197850E-02 a       208     0    11     1     8
  7.2299652131091074E-02 a       209     0    11     1     9
 -8.9523078848405574E-02 a       210     0    11     1    10
 -2.4291266243147147E-01 a       211     0    11     1    11
 -9.1328564808632870E-02 a       212     0    11     1    12
 -1.0802811241604207E-01 a       213     0    11     1    13
  4.5900792021065307E-03 a       214     0    11     1    14
 -1.6354797719929929E-02 a       215     0    11     1    15
  2.3986326307698641E-01 a       216     0    11     1    16
 -1.3205660505860561E-01 a       217     0    11     1    17
  1.0910988569662172E-01 a       218     0    11     1    18
  1.2471488008574483E-01 a       219     0    11     1    19
  2.1885057952780460E-01 a       220     0    11     1    20
 -2.0047449790596642E-02 a       221     0    12     1     1
  1.0178186366883194E-02 a       222     0    12     1     2
 -2.3559030660773717E-01 a       223     0    12     1     3
 -2.6697585718799421E-01 a       224     0    12     1     4
 -2.3728116087659459E-01 a       225     0    12     1     5
 -1.2576570717242386E-01 a       226     0    12     1     6
 -3.5770179649324180E-01 a       227     0    12     1     7
 -4.9050465371083402E-01 a       228     0    12     1     8
 -2.6789224536208306E-01 a       229     0    12     1     9
 -9.8219335979569528E-02 a       230     0    12     1    10
  1.7428634085248051E-01 a       231     0    12     1    11
 -3.5595235733877700E-01 a       232     0    12     1    12
 -1.8657200007790306E-01 a       233     0    12     1    13
  6.9769899728857457E-02 a       234     0    12     1    14
  2.9339101718174082E-01 a       235     0    12     1    15
  2.5493388461943489E-01 a       236     0    12     1    16
  3.2098960333691015E-02 a       237     0    12     1    17
 -3.9204619477918402E-02 a       238     0    12     1    18
  2.0163608761883345E-01 a       239     0    12     1    19
  2.9526511952285539E-01 a       240     0    12     1    20
  2.4358596256005099E-01 a       241     0    13     1     1
  2.2865808206017585E-01 a       242     0    13     1     2
 -2.3618695185213170E-01 a       243     0    13     1     3
 -7.6233581699341704E-02 a       244     0    13     1     4
  5.9502661420223570E-02 a       245     0    13     1     5
  6.8806959634174811E-02 a       246     0    13     1     6
  1.6864396703434023E-01 a       247     0    13     1     7
 -1.0991821815060823E-01 a       248     0    13     1     8
  7.2214251417580366E-02 a       249     0    13     1     9
 -2.0072053584594657E-01 a       250     0    13     1    10
 -1.7113436600927462E-01 a       251     0    13     1    11
  3.7765836436378275E-01 a       252     0    13     1    12
  2.2320460262296490E-01 a       253     0    13     1    13
 -1.4898767588973555E-01 a       254     0    13     1    14
  2.1170853152126359E-01 a       255     0    13     1    15
 -1.8483228328480461E-01 a       256     0    13     1    16
 -1.2056539095535304E-01 a       257     0    13     1    17
 -1.8934216565704043E-01 a       258     0    13     1    18
  1.6318703218668584E-01 a       259     0    13     1    19
 -1.8763476723610892E-01 a       260     0    13     1    20
 -9.1440695404393535E-02 a       261     0    14     1     1
  1.9497637288580716E-01 a       262     0    14     1     2
 -2.9041764964773958E-01 a       263     0    14     1     3
  2.1984646041382735E-01 a       264     0    14     1     4
  1.3398782202440299E-01 a       265     0    14     1     5
 -8.8408433246962327E-03 a       266     0    14     1     6
  1.0776491358452692E-01 a       267     0    14     1     7
 -6.6036409442129573E-02 a       268     0    14     1     8
  3.2237153063247137E-01 a       269     0    14     1     9
 -5.3651649169333071E-02 a       270     0    14     1    10
 -2.3606005956575349E-01 a       271     0    14     1    11
  2.0498241076050569E-01 a       272     0    14     1    12
 -6.0134798356373843E-02 a       273     0    14     1    13
  1.3980073077323793E-01 a       274     0    14     1    14
  7.5945042842645930E-02 a       275     0    14     1    15
  6.3017753033131382E-02 a       276     0    14     1    16
 -7.1065603364427590E-02 a       277     0    14     1    17
  8.1265583932784144E-02 a       278     0    14     1    18
 -1.7104464789542528E-01 a       279     0    14     1    19
 -2.2953508471015846E-01 a       280     0    14     1    20
 -3.0563148435186421E-01 a       281     0    15     1     1
  2.2342025338024979E-01 a       282     0    15     1     2
  2.8746268764431082E-01 a       283     0    15     1     3
  1.2432841958123551E-01 a       284     0    15     1     4
  6.8578814255800105E-02 a       285     0    15     1     5
 -2.4157684839843899E-01 a       286     0    15     1     6
  7.0301452522757935E-02 a       287     0    15     1     7
  2.0029161471647006E-02 a       288     0    15     1     8
 -2.3006260878228890E-01 a       289     0    15     1     9
 -4.0943816453675230E-02 a       290     0    15     1    10
  1.6277813503980812E-01 a       291     0    15     1    11
  2.7386663957292431E-02 a       292     0    15     1    12
 -5.7582707160810390E-02 a       293     0    15     1    13
  1.9331575875519716E-01 a       294     0    15     1    14
  4.5540954898504959E-02 a       295     0    15     1    15
  2.3264209639492164E-01 a       296     0    15     1    16
 -1.9947029992480131E-01 a       297     0    15     1    17
  2.3509307912076358E-01 a       298     0    15     1    18
  2.0993818307733680E-02 a       299     0    15     1    19
  2.1248223639749675E-01 a       300     0    15     1    20
  1.1854723388002857E-01 a       301     0    16     1     1
  1.6658435575018271E-01 a       302     0    16     1     2
 -3.0163633999589784E-01 a       303     0    16     1     3
  1.5468251845369999E-01 a       304     0    16     1     4
  3.0698839356204283E-01 a       305     0    16     1     5
  2.9895219181709665E-01 a       306     0    16     1     6
 -1.9189916271907168E-01 a       307     0    16     1     7
 -3.1267134677051045E-01 a       308     0    16     1     8
 -5.8802687890433372E-02 a       309     0    16     1     9
  1.3738831351363714E-01 a       310     0    16     1    10
 -5.0837692568605419E-01 a       311     0    16     1    11
  3.9692041122894789E-02 a       312     0    16     1    12
  3.2254160798957832E-01 a       313     0    16     1    13
 -4.5364101639299367E-02 a       314     0    16     1    14
 -2.6090527461954532E-01 a       315     0    16     1    15
 -1.5612394497119375E-01 a       316     0    16     1    16
 -3.8158112381233888E-01 a       317     0    16     1    17
  3.3732080549530158E-01 a       318     0    16     1    18
  5.8153620681172982E-02 a       319     0    16     1    19
  2.5773230868743219E-01 a       320     0    16     1    20
 -2.6133373302914803E-01 a       321     0    17     1     1
  1.4629924520458593E-01 a       322     0    17     1     2
  2.0106662707789255E-01 a       323     0    17     1     3
  2.3878021186700951E-01 a       324     0    17     1     4
 -4.0571458031053109E-02 a       325     0    17     1     5
  1.7430541183468082E-01 a       326     0    17     1     6
  9.0225076773710639E-02 a       327     0    17     1     7
  1.2743495463366172E-01 a       328     0    17     1     8
 -2.9937908061862747E-02 a       329     0    17     1     9
  1.7775131978509726E-01 a       330     0    17     1    10
 -1.0147279908072684E-01 a       331     0    17     1    11
 -1.2565751172140651E-02 a       332     0    17     1    12
  2.7347034604807552E-01 a       333     0    17     1    13
 -2.0084333305752145E-02 a       334     0    17     1    14
  8.6073284112301487E-02 a       335     0    17     1    15
  3.9733200743969709E-02 a       336     0    17     1    16
 -2.7396513028516239E-01 a       337     0    17     1    17
 -1.5236945813655378E-01 a       338     0    17     1    18
 -5.9047461049554113E-03 a       339     0    17     1    19
 -1.4784524708348654E-01 a       340     0    17     1    20
 -3.2746666434277422E-01 a       341     0    18     1     1
  3.6749555892658037E-01 a       342     0    18     1     2
  1.0751111217886983E-01 a       343     0    18     1     3
  2.2501268641597949E-01 a       344     0    18     1     4
 -2.4277847204254802E-01 a       345     0    18     1     5
 -5.9762091342915040E-02 a       346     0    18     1     6
 -2.3051537279404935E-01 a       347     0    18     1     7
 -1.6742299665638508E-01 a       348     0    18     1     8
  1.4465948605209861E-01 a       349     0    18     1     9
  1.2787210455913706E-02 a       350     0    18     1    10
  1.2133228615739379E-01 a       351     0    18     1    11
  1.8400893369975493E-02 a       352     0    18     1    12
  1.5160632366737781E-02 a       353     0    18     1    13
 -1.5919684864800068E-02 a       354     0    18     1    14
  4.4444293180746264E-01 a       355     0    18     1    15
 -1.8861823706910025E-01 a       356     0    18     1    16
 -6.1822334592347719E-02 a       357     0    18     1    17
 -2.8145542291925918E-01 a       358     0    18     1    18
  1.1606181040802037E-01 a       359     0    18     1    19
 -1.0772626945876700E-01 a       360     0    18     1    20
 -2.5716311958470162E-01 a       361     0    19     1     1
 -3.1679430289216998E-01 a       362     0    19     1     2
 -7.9614830635431552E-02 a       363     0    19     1     3
  4.2657577716650720E-02 a       364     0    19     1     4
 -7.9432999467522483E-02 a       365     0    19     1     5
  2.4843465358645728E-01 a       366     0    19     1     6
  1.8002489136082121E-02 a       367     0    19     1     7
  1.0227690556258522E-01 a       368     0    19     1     8
  2.4506981283050461E-01 a       369     0    19     1     9
  3.5049280535197791E-01 a       370     0    19     1    10
  1.7706797358076240E-01 a       371     0    19     1    11
 -2.4229748317400404E-01 a       372     0    19     1    12
 -1.2770968310214448E-01 a       373     0    19     1    13
 -1.1597205720237837E-02 a       374     0    19     1    14
 -2.9525405361805762E-01 a       375     0    19     1    15
 -2.5719810470076321E-01 a       376     0    19     1    16
 -1.5654147963483650E-01 a       377     0    19     1    17
 -1.0719107435723936E-01 a       378     0    19     1    18
 -3.1471213111050428E-01 a       379     0    19     1    19
 -8.9118207700621038E-02 a       380     0    19     1    20
  2.4675935048007747E-01 a       381     0    20     1     1
 -3.5500265889176824E-01 a       382     0    20     1     2
  2.1053146108834861E-01 a       383     0    20     1     3
  5.8501034150521963E-02 a       384     0    20     1     4
 -1.2943060071417395E-01 a       385     0    20     1     5
  3.5481383375158432E-01 a       386     0    20     1     6
  1.4876692101564071E-01 a       387     0    20     1     7
  2.1540560539122361E-01 a       388     0    20     1     8
 -1.0233538272164357E-01 a       389     0    20     1     9
  8.0320312158780910E-02 a       390     0    20     1    10
  3.8311289405340176E-01 a       391     0    20     1    11
 -8.0987807713875128E-03 a       392     0    20     1    12
  9.5312441945375997E-02 a       393     0    20     1    13
  1.1195269723631615E-02 a       394     0    20     1    14
  1.6371175614638503E-01 a       395     0    20     1    15
  7.9442049288615604E-02 a       396     0    20     1    16
  2.1146850072131890E-01 a       397     0    20     1    17
 -1.3877402298084521E-01 a       398     0    20     1    18
 -1.5512551293110088E-01 a       399     0    20     1    19
 -1.3171264233846855E-01 a       400     0    20     1    20
  1.4083945577461360E-01 a       401     0    21     1     1
  2.4252592130044301E-01 a       402     0    21     1     2
  2.9339019551495110E-01 a       403     0    21     1     3
 -9.6502803059824570E-03 a       404     0    21     1     4
  7.7587052737982762E-02 a       405     0    21     1     5
  4.6220876496291273E-02 a       406     0    21     1     6
 -7.6113616111757307E-02 a       407     0    21     1     7
 -2.6606383653196108E-01 a       408     0    21     1     8
 -2.3534112114499622E-01 a       409     0    21     1     9
 -1.6223302472633205E-01 a       410     0    21     1    10
 -2.1024164154215841E-01 a       411     0    21     1    11
 -5.1336313616172469E-02 a       412     0    21     1    12
  3.7959137264035124E-02 a       413     0    21     1    13
  3.2048459155972187E-01 a       414     0    21     1    14
  1.9174701171669342E-01 a       415     0    21     1    15
 -3.4478356130654431E-01 a       416     0    21     1    16
  6.3684446309252518E-02 a       417     0    21     1    17
  2.0479560855457116E-01 a       418     0    21     1    18
  3.5847806508397378E-01 a       419     0    21     1    19
  6.6671232370895612E-03 a       420     0    21     1    20
 -2.4465430911463432E-01 a       421     0    22     1     1
  3.1919414368233295E-01 a       422     0    22     1     2
  2.0677912467514353E-01 a       423     0    22     1     3
 -5.4432775195798588E-02 a       424     0    22     1     4
  3.7039646888801979E-02 a       425     0    22     1     5
  5.5424987894355827E-03 a       426     0    22     1     6
 -2.5489117061423261E-01 a       427     0    22     1     7
 -3.5266347092525609E-02 a       428     0    22     1     8
  1.4646165061686048E-01 a       429     0    22     1     9
  3.0272207057660055E-01 a       430     0    22     1    10
 -1.1206939332077222E-01 a       431     0    22     1    11
 -1.0079315486361817E-03 a       432     0    22     1    12
  9.0542264094355535E-02 a       433     0    22     1    13
 -2.1493916241120928E-01 a       434     0    22     1    14
 -2.2891167846425559E-01 a       435     0    22     1    15
 -1.8622997528610721E-01 a       436     0    22     1    16
  1.1773600759160591E-01 a       437     0    22     1    17
 -3.0561358048720462E-02 a       438     0    22     1    18
 -1.6619947682192535E-01 a       439     0    22     1    19
 -6.8812025314966024E-02 a       440     0    22     1    20
 -2.8803416200169518E-01 a       441     0    23     1     1
 -1.1031545490453755E-01 a       442     0    23     1     2
 -9.0384490508268453E-02 a       443     0    23     1     3
 -4.0566524218836629E-02 a       444     0    23     1     4
 -1.2469411581055405E-02 a       445     0    23     1     5
  1.8843183867526231E-01 a       446     0    23     1     6
 -2.4306084367378383E-01 a       447     0    23     1     7
  3.7275552617369798E-02 a       448     0    23     1     8
 -9.2937247800412376E-02 a       449     0    23     1     9
  9.3972846363807025E-02 a       450     0    23     1    10
  1.9960331790396631E-02 a       451     0    23     1    11
  1.0045978058651327E-01 a       452     0    23     1    12
  3.5186854622504043E-01 a       453     0    23     1    13
 -2.5494070596283852E-01 a       454     0    23     1    14
 -1.2992388749491152E-01 a       455     0    23     1    15
 -3.8362833831182719E-01 a       456     0    23     1    16
 -3.5846400089843689E-01 a       457     0    23     1    17
 -4.1446563163547279E-02 a       458     0    23     1    18
  6.9859257832115121E-02 a       459     0    23     1    19
  4.0923270921290542E-02 a       460     0    23     1    20
  1.1092996596594629E-01 a       461     0    24     1     1
  1.0959993218052858E-01 a       462     0    24     1     2
  2.5017427412168769E-01 a       463     0    24     1     3
  3.6604616346030661E-01 a       464     0    24     1     4
  1.5508835129312740E-02 a       465     0    24     1     5
  4.9330435379610349E-01 a       466     0    24     1     6
 -1.9028187621910714E-01 a       467     0    24     1     7
 -1.9811928251911606E-01 a       468     0    24     1     8
 -1.5492054548013348E-01 a       469     0    24     1     9
  2.5081367647695535E-01 a       470     0    24     1    10
 -3.7208345116937352E-01 a       471     0    24     1    11
 -6.7963902974651380E-02 a       472     0    24     1    12
  3.2585651114473611E-02 a       473     0    24     1    13
  1.2364269128342864E-01 a       474     0    24     1    14
 -2.3730805440077551E-01 a       475     0    24     1    15
 -2.1201417625930288E-01 a       476     0    24     1    16
  9.3027170002902643E-02 a       477     0    24     1    17
 -2.7612871582777188E-02 a       478     0    24     1    18
  2.4150099135439751E-01 a       479     0    24     1    19
  1.7693115758764890E-03 a       480     0    24     1    20
  4.2024178678574753E-01 a       481     0    25     1     1
 -3.9700410992639670E-02 a       482     0    25     1     2
 -3.7553597771156394E-01 a       483     0    25     1     3
 -9.7249051413308918E-02 a       484     0    25     1     4
 -1.4913092630433586E-01 a       485     0    25     1     5
  4.7306066712154531E-02 a       486     0    25     1     6
 -3.6451434797952442E-01 a       487     0    25     1     7
 -3.0918832695725951E-01 a       488     0    25     1     8
  7.0484705562035316E-02 a       489     0    25     1     9
  2.1705149550050637E-01 a       490     0    25     1    10
  5.2321099918701452E-01 a       491     0    25     1    11
 -1.2484908695784515E-01 a       492     0    25     1    12
 -3.6169159053251167E-02 a       493     0    25     1    13
 -2.6494200536032519E-01 a       494     0    25     1    14
 -7.2235815012241883E-02 a       495     0    25     1    15
  3.2958793557730698E-01 a       496     0    25     1    16
  2.9932111796695970E-01 a       497     0    25     1    17
  3.8344422737041986E-02 a       498     0    25     1    18
  1.8978489679161895E-01 a       499     0    25     1    19
  1.4981018772073493E-01 a       500     0    25     1    20
  1.1238394861760220E-01 a       501     0    26     1     1
  3.0958143128758681E-01 a       502     0    26     1     2
  4.1010264147446907E-02 a       503     0    26     1     3
 -2.0216730118306039E-01 a       504     0    26     1     4
 -7.4998072122506212E-02 a       505     0    26     1     5
 -3.5198544407604188E-01 a       506     0    26     1     6
 -2.1168924524676616E-01 a       507     0    26     1     7
 -2.6762472174120033E-01 a       508     0    26     1     8
  4.0329124989486353E-01 a       509     0    26     1     9
 -1.1186989792731106E-01 a       510     0    26     1    10
 -2.6643599008610841E-01 a       511     0    26     1    11
 -6.4121412029771119E-02 a       512     0    26     1    12
 -2.5900697091185876E-01 a       513     0    26     1    13
 -1.0944871017414769E-01 a       514     0    26     1    14
  3.5409453468781515E-01 a       515     0    26     1    15
 -3.1739330067237242E-01 a       516     0    26     1    16
  1.9795160261595120E-02 a       517     0    26     1    17
 -3.3415256029194745E-01 a       518     0    26     1    18
  5.0831705489117751E-02 a       519     0    26     1    19
 -2.7566470572436502E-01 a       520     0    26     1    20
  1.7649645151253826E-01 a       521     0    27     1     1
  1.8965390283907983E-02 a       522     0    27     1     2
  2.8618209813254741E-01 a       523     0    27     1     3
  2.7489260981747882E-01 a       524     0    27     1     4
  2.0973333378514133E-01 a       525     0    27     1     5
 -3.3309918621914941E-01 a       526     0    27     1     6
  2.2793678482344812E-01 a       527     0    27     1     7
  7.1073732230218872E-02 a       528     0    27     1     8
 -3.6693649983597454E-01 a       529     0    27     1     9
