################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  8.3220528151475414E-03 a       380     0    19     1    20
 -1.4141363357669207E-01 a       381     0    20     1     1
 -3.1459131430321402E-01 a       382     0    20     1     2
 -2.8845030113850895E-01 a       383     0    20     1     3
 -1.3917867222719199E-01 a       384     0    20     1     4
  2.5792820879451900E-01 a       385     0    20     1     5
  2.7502048961792144E-02 a       386     0    20     1     6
 -2.6139761051249993E-01 a       387     0    20     1     7
  1.4575640464280393E-01 a       388     0    20     1     8
 -4.0209908285054746E-02 a       389     0    20     1     9
  1.2091386008087943E-01 a       390     0    20     1    10
 -1.4084779029116856E-01 a       391     0    20     1    11
  1.5122135237547793E-01 a       392     0    20     1    12
 -1.3917537734718044E-01 a       393     0    20     1    13
  2.0901589827530886E-01 a       394     0    20     1    14
  6.8614083780095619E-02 a       395     0    20     1    15
 -3.3561002700538264E-03 a       396     0    20     1    16
  2.6329846115085231E-01 a       397     0    20     1    17
  2.2861659465740179E-02 a       398     0    20     1    18
  1.7608841264486755E-01 a       399     0    20     1    19
  2.2965597075940433E-01 a       400     0    20     1    20
  6.6669220806810647E-02 a       401     0    21     1     1
  3.2592405427709581E-02 a       402     0    21     1     2
 -2.8529791201228594E-01 a       403     0    21     1     3
  4.3014813501474747E-01 a       404     0    21     1     4
  2.3810471368787597E-01 a       405     0    21     1     5
 -1.8586342750749194E-01 a       406     0    21     1     6
 -1.0496906781192926E-01 a       407     0    21     1     7
  2.4765566417424053E-02 a       408     0    21     1     8
 -4.3904699926713427E-02 a       409     0    21     1     9
 -7.3335720961039283E-02 a       410     0    21     1    10
 -9.5780416271010138E-02 a       411     0    21     1    11
  6.7779394847683999E-02 a       412     0    21     1    12
 -1.3886977052804952E-01 a       413     0    21     1    13
  2.4772550927432249E-01 a       414     0    21     1    14
 -4.4486583015519621E-01 a       415     0    21     1    15
 -2.3809046393148120E-01 a       416     0    21     1    16
 -3.0171729555846716E-01 a       417     0    21     1    17
  1.7501961169765531E-01 a       418     0    21     1    18
 -1.5691989538889645E-01 a       419     0    21     1    19
 -1.8247317878624952E-01 a       420     0    21     1    20
  2.8462987982632043E-01 a       421     0    22     1     1
  2.7432914748705006E-01 a       422     0    22     1     2
  1.3325180833947844E-01 a       423     0    22     1     3
 -2.6555318369566944E-01 a       424     0    22     1     4
  4.5998706594030497E-01 a       425     0    22     1     5
 -2.1456843132779521E-01 a       426     0    22     1     6
 -3.1738062235950248E-01 a       427     0    22     1     7
 -3.9263093146821754E-01 a       428     0    22     1     8
 -2.4659927900697270E-01 a       429     0    22     1     9
 -2.1155097941810835E-01 a       430     0    22     1    10
  2.8083796553433121E-01 a       431     0    22     1    11
  3.8837509786995644E-01 a       432     0    22     1    12
  3.3249952302873581E-01 a       433     0    22     1    13
  1.6590132224846887E-01 a       434     0    22     1    14
  2.9290218205013019E-01 a       435     0    22     1    15
  3.0225350920763638E-01 a       436     0    22     1    16
 -4.9887845218590451E-02 a       437     0    22     1    17
 -4.2476592383135836E-01 a       438     0    22     1    18
  1.2431498628299285E-01 a       439     0    22     1    19
 -1.0512439927208420E-01 a       440     0    22     1    20
 -1.8782221776315589E-01 a       441     0    23     1     1
  2.9166693433514157E-01 a       442     0    23     1     2
  1.1957331590354560E-01 a       443     0    23     1     3
 -1.4509351868570755E-01 a       444     0    23     1     4
  2.5469156196907944E-01 a       445     0    23     1     5
  2.3451248521553331E-01 a       446     0    23     1     6
 -5.6076214100756278E-02 a       447     0    23     1     7
  1.3909066471009177E-01 a       448     0    23     1     8
  4.7903046699752239E-01 a       449     0    23     1     9
  1.8288834664967563E-01 a       450     0    23     1    10
  1.4557640348937770E-01 a       451     0    23     1    11
 -1.4637629212184752E-01 a       452     0    23     1    12
  2.0400362140609579E-01 a       453     0    23     1    13
 -3.6553833474333797E-01 a       454     0    23     1    14
 -2.1430096917742666E-01 a       455     0    23     1    15
  1.7311860506419391E-02 a       456     0    23     1    16
  3.6322363738186376E-03 a       457     0    23     1    17
 -2.8114447560808042E-01 a       458     0    23     1    18
  6.1405893008227880E-02 a       459     0    23     1    19
 -2.0360385920372384E-02 a       460     0    23     1    20
  3.8120725869153597E-02 a       461     0    24     1     1
 -2.5310479784855405E-01 a       462     0    24     1     2
  2.2619569043644472E-01 a       463     0    24     1     3
  1.7168985761563069E-01 a       464     0    24     1     4
 -1.4558776611400995E-01 a       465     0    24     1     5
  1.0823461815641801E-01 a       466     0    24     1     6
  2.4407102828899618E-01 a       467     0    24     1     7
  3.9525863256982269E-01 a       468     0    24     1     8
  5.1865580780156545E-02 a       469     0    24     1     9
  3.8826203651946739E-01 a       470     0    24     1    10
 -3.8615694652881433E-01 a       471     0    24     1    11
 -3.2141076312807210E-01 a       472     0    24     1    12
  1.6162718462880160E-01 a       473     0    24     1    13
  1.7070565774148441E-01 a       474     0    24     1    14
  2.1896682642687149E-01 a       475     0    24     1    15
  9.5458256874239505E-02 a       476     0    24     1    16
 -1.1825829641432850E-01 a       477     0    24     1    17
 -1.7712704807641012E-02 a       478     0    24     1    18
  6.8963071159670777E-02 a       479     0    24     1    19
 -2.4871668864061725E-01 a       480     0    24     1    20
 -7.4073893720440709E-02 a       481     0    25     1     1
 -1.9030543701449373E-01 a       482     0    25     1     2
  9.7950789224015809E-03 a       483     0    25     1     3
  1.5096999002564171E-01 a       484     0    25     1     4
 -4.0587578431319765E-01 a       485     0    25     1     5
  4.1683161289916094E-02 a       486     0    25     1     6
  3.9376813847206310E-01 a       487     0    25     1     7
 -2.6670974043788043E-01 a       488     0    25     1     8
  2.4755904745456628E-01 a       489     0    25     1     9
  3.3777225064295041E-01 a       490     0    25     1    10
 -2.2717840312954346E-01 a       491     0    25     1    11
 -2.1180257656515286E-01 a       492     0    25     1    12
  1.9832738144191192E-01 a       493     0    25     1    13
 -2.5779003774992822E-02 a       494     0    25     1    14
  2.7837417829225508E-01 a       495     0    25     1    15
  1.9826698249427104E-02 a       496     0    25     1    16
 -6.4635398971816971E-02 a       497     0    25     1    17
 -2.0459805818259447E-01 a       498     0    25     1    18
  2.6873331379239929E-01 a       499     0    25     1    19
 -3.3888878408532241E-01 a       500     0    25     1    20
 -2.2784073581203121E-01 a       501     0    26     1     1
 -5.6051700928184470E-02 a       502     0    26     1     2
  1.3541626227712539E-01 a       503     0    26     1     3
  5.4003959947254765E-02 a       504     0    26     1     4
  6.2061031319502594E-02 a       505     0    26     1     5
  2.8940544546674607E-01 a       506     0    26     1     6
 -1.5268988871712963E-03 a       507     0    26     1     7
  1.6118486231995904E-01 a       508     0    26     1     8
  1.2505246959102634E-01 a       509     0    26     1     9
 -2.2462756850271628E-01 a       510     0    26     1    10
  1.5916105223062157E-01 a       511     0    26     1    11
 -3.5665179282692611E-01 a       512     0    26     1    12
 -4.4343296933977017E-01 a       513     0    26     1    13
 -2.5353301775097738E-02 a       514     0    26     1    14
  1.0743850436651226E-01 a       515     0    26     1    15
  8.5657584451232893E-02 a       516     0    26     1    16
 -6.9200261139296851E-02 a       517     0    26     1    17
  9.9490096192299052E-02 a       518     0    26     1    18
  3.5386143780227274E-02 a       519     0    26     1    19
  2.5207496058738488E-01 a       520     0    26     1    20
 -2.0237341802044572E-02 a       521     0    27     1     1
 -3.2297902942736816E-02 a       522     0    27     1     2
 -9.5838241548320602E-02 a       523     0    27     1     3
 -9.8906967944384448E-03 a       524     0    27     1     4
 -1.2175768362654364E-01 a       525     0    27     1     5
 -1.8026476215946805E-02 a       526     0    27     1     6
  1.8443477001166490E-02 a       527     0    27     1     7
  1.3376091553213437E-02 a       528     0    27     1     8
  1.7563194044745206E-01 a       529     0    27     1     9
 -2.7061596186867879E-02 a       530     0    27     1    10
