################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2693201192252629E-01 a        66     0     4     1     6
  4.1046044897782866E-02 a        67     0     4     1     7
  7.1115866179320822E-02 a        68     0     4     1     8
  9.8532365063572463E-02 a        69     0     4     1     9
 -3.7161969217964363E-01 a        70     0     4     1    10
  3.2148741241168509E-03 a        71     0     4     1    11
 -9.1951571392658443E-02 a        72     0     4     1    12
 -3.3023182985205674E-01 a        73     0     4     1    13
 -4.0761543529390398E-01 a        74     0     4     1    14
  8.6646701734074821E-02 a        75     0     4     1    15
 -1.5357630862952298E-01 a        76     0     4     1    16
  9.3758364788996088E-02 a        77     0     4     1    17
 -2.5484177472586544E-01 a        78     0     4     1    18
  1.7761618295903909E-02 a        79     0     4     1    19
  2.4391631064073263E-01 a        80     0     4     1    20
 -3.2191533562787374E-02 a        81     0     5     1     1
 -1.8244685722229451E-01 a        82     0     5     1     2
  2.6597485866789855E-01 a        83     0     5     1     3
  2.2534519694931136E-02 a        84     0     5     1     4
  3.3333389984352718E-01 a        85     0     5     1     5
 -3.5864848147578801E-02 a        86     0     5     1     6
  3.7764103379801633E-01 a        87     0     5     1     7
  3.5545347933314192E-01 a        88     0     5     1     8
  1.3249579549674503E-01 a        89     0     5     1     9
 -3.2497435181255578E-02 a        90     0     5     1    10
  1.8180704093506789E-01 a        91     0     5     1    11
 -9.1212633191395318E-02 a        92     0     5     1    12
 -2.7529402871560987E-01 a        93     0     5     1    13
 -3.1936598980498332E-01 a        94     0     5     1    14
 -3.2691391376394224E-01 a        95     0     5     1    15
 -2.8229337274539901E-01 a        96     0     5     1    16
 -6.7087295109904951E-02 a        97     0     5     1    17
  1.6367114707163951E-02 a        98     0     5     1    18
  1.4319352947602695E-01 a        99     0     5     1    19
  3.2979677913289880E-02 a       100     0     5     1    20
  5.2107885126766965E-02 a       101     0     6     1     1
 -4.0966632813925258E-01 a       102     0     6     1     2
 -2.1736601051359930E-01 a       103     0     6     1     3
 -4.9505661782019976E-02 a       104     0     6     1     4
 -2.2514204512247540E-01 a       105     0     6     1     5
  2.2201162973422631E-01 a       106     0     6     1     6
 -1.1124616323592340E-01 a       107     0     6     1     7
 -1.4138979115128700E-01 a       108     0     6     1     8
  2.9513448426219335E-02 a       109     0     6     1     9
 -1.1090645850475545E-01 a       110     0     6     1    10
 -2.7178764026773611E-01 a       111     0     6     1    11
 -8.0911669041703951E-02 a       112     0     6     1    12
  2.0981170792605439E-01 a       113     0     6     1    13
 -3.7292112463003030E-01 a       114     0     6     1    14
 -2.4139835136288826E-01 a       115     0     6     1    15
  4.2615392560589754E-01 a       116     0     6     1    16
  1.4895829466618987E-01 a       117     0     6     1    17
 -3.0522147804164934E-01 a       118     0     6     1    18
 -3.6157757382694550E-01 a       119     0     6     1    19
  2.1288524081452670E-01 a       120     0     6     1    20
 -2.9553775727843767E-01 a       121     0     7     1     1
 -2.5338153441510430E-01 a       122     0     7     1     2
 -4.0167281297034951E-02 a       123     0     7     1     3
  3.4957837746750964E-01 a       124     0     7     1     4
  1.3826012514630112E-01 a       125     0     7     1     5
 -1.2384843374730987E-01 a       126     0     7     1     6
  5.9474686815972996E-02 a       127     0     7     1     7
 -1.9536678838303256E-01 a       128     0     7     1     8
  1.4198282442172322E-01 a       129     0     7     1     9
  8.7962421004769559E-02 a       130     0     7     1    10
 -2.3027517081858329E-01 a       131     0     7     1    11
  8.5875275112101593E-02 a       132     0     7     1    12
 -1.5375345218568751E-01 a       133     0     7     1    13
 -1.1703944670316510E-01 a       134     0     7     1    14
  1.2242592357631756E-01 a       135     0     7     1    15
 -8.2550143622516683E-02 a       136     0     7     1    16
  2.1966846330666237E-01 a       137     0     7     1    17
  1.0081859249672626E-01 a       138     0     7     1    18
 -6.5624673672077449E-03 a       139     0     7     1    19
 -1.2204532448385223E-01 a       140     0     7     1    20
  3.3652194505934269E-01 a       141     0     8     1     1
  3.3645745551819251E-01 a       142     0     8     1     2
  8.5996432169288990E-03 a       143     0     8     1     3
 -2.1083400621187592E-01 a       144     0     8     1     4
  1.7261196649209599E-02 a       145     0     8     1     5
 -3.6777226472125263E-01 a       146     0     8     1     6
 -3.1673007578818974E-01 a       147     0     8     1     7
  2.2465273108665501E-01 a       148     0     8     1     8
  5.3029767224783413E-02 a       149     0     8     1     9
 -1.0020499399516593E-01 a       150     0     8     1    10
  1.7454500165181397E-01 a       151     0     8     1    11
 -1.6327092821691228E-01 a       152     0     8     1    12
 -9.8063733148821164E-02 a       153     0     8     1    13
  1.0217894907432544E-01 a       154     0     8     1    14
  1.8268565718478666E-01 a       155     0     8     1    15
  7.8244097875067031E-02 a       156     0     8     1    16
 -3.3812881853762966E-01 a       157     0     8     1    17
  3.9272705894825338E-01 a       158     0     8     1    18
  3.2724839311256937E-01 a       159     0     8     1    19
 -1.8190035620041051E-01 a       160     0     8     1    20
  2.6221475913006864E-01 a       161     0     9     1     1
 -1.5268588014591827E-01 a       162     0     9     1     2
 -2.3873369506983938E-01 a       163     0     9     1     3
  1.2501469745732130E-01 a       164     0     9     1     4
  2.1646838495236168E-01 a       165     0     9     1     5
  2.0848585318476123E-01 a       166     0     9     1     6
  7.8902017419934176E-02 a       167     0     9     1     7
  3.5038456008704387E-02 a       168     0     9     1     8
  7.8871257495583866E-02 a       169     0     9     1     9
  2.3332565361195495E-01 a       170     0     9     1    10
 -3.4066532576494241E-01 a       171     0     9     1    11
 -2.3801711087122335E-01 a       172     0     9     1    12
  1.8498752488023001E-01 a       173     0     9     1    13
  3.4139956624123044E-02 a       174     0     9     1    14
  2.4978746475666100E-02 a       175     0     9     1    15
 -1.1384075987673811E-01 a       176     0     9     1    16
 -4.9219828027749060E-02 a       177     0     9     1    17
 -2.8129774297961596E-01 a       178     0     9     1    18
 -1.4514441250430601E-01 a       179     0     9     1    19
 -9.4626245697043518E-02 a       180     0     9     1    20
 -4.1125690892805447E-03 a       181     0    10     1     1
  1.0539439964011491E-01 a       182     0    10     1     2
  1.5805371878488478E-01 a       183     0    10     1     3
  2.6302229322069176E-01 a       184     0    10     1     4
 -1.6244518445140163E-01 a       185     0    10     1     5
  1.9837477256282671E-01 a       186     0    10     1     6
  7.0241923170000914E-02 a       187     0    10     1     7
 -2.2674098147451885E-01 a       188     0    10     1     8
 -1.5757332172562183E-01 a       189     0    10     1     9
  9.1081459060632683E-02 a       190     0    10     1    10
  2.0325817859514239E-01 a       191     0    10     1    11
  4.6637409264161322E-01 a       192     0    10     1    12
  1.2993570803580318E-01 a       193     0    10     1    13
  2.6769219495806740E-01 a       194     0    10     1    14
 -2.7566558312637057E-01 a       195     0    10     1    15
 -2.9443732159539526E-01 a       196     0    10     1    16
 -1.6824065901787858E-03 a       197     0    10     1    17
 -4.1956100166177686E-02 a       198     0    10     1    18
  1.3881253229835092E-01 a       199     0    10     1    19
  2.7614892024783344E-01 a       200     0    10     1    20
 -2.1319182346239943E-01 a       201     0    11     1     1
 -2.8199592116290295E-01 a       202     0    11     1     2
  2.6107459209235589E-01 a       203     0    11     1     3
  3.7690520279326047E-02 a       204     0    11     1     4
 -1.7294930710384890E-01 a       205     0    11     1     5
 -6.0839108179047675E-02 a       206     0    11     1     6
  1.4365294409101881E-01 a       207     0    11     1     7
  2.7034996974948454E-02 a       208     0    11     1     8
  2.1656394229613368E-01 a       209     0    11     1     9
  7.8610624459686737E-02 a       210     0    11     1    10
  5.0595931611036989E-02 a       211     0    11     1    11
  1.9531935138130121E-01 a       212     0    11     1    12
 -4.1344459902652769E-01 a       213     0    11     1    13
 -2.0701403500047741E-01 a       214     0    11     1    14
 -5.4697158617099298E-02 a       215     0    11     1    15
  2.8619394346594973E-01 a       216     0    11     1    16
  1.6718241180804133E-01 a       217     0    11     1    17
  1.6634794741363410E-01 a       218     0    11     1    18
 -3.1756322720884200E-01 a       219     0    11     1    19
 -9.7321008665577219E-02 a       220     0    11     1    20
  1.2798971560492853E-01 a       221     0    12     1     1
  1.5097889815300508E-01 a       222     0    12     1     2
  1.5175805763416214E-01 a       223     0    12     1     3
  2.9005723746473960E-02 a       224     0    12     1     4
 -2.2214827587535485E-01 a       225     0    12     1     5
 -2.3394194787398678E-01 a       226     0    12     1     6
 -3.4961427872735756E-01 a       227     0    12     1     7
 -1.6012355000990082E-02 a       228     0    12     1     8
 -1.4337536581216473E-01 a       229     0    12     1     9
 -4.8759282217061030E-02 a       230     0    12     1    10
 -2.4296317023732619E-01 a       231     0    12     1    11
  6.7269927523867651E-02 a       232     0    12     1    12
  1.0620083832336201E-01 a       233     0    12     1    13
 -6.6592639073673590E-02 a       234     0    12     1    14
 -2.0310621449706887E-01 a       235     0    12     1    15
 -5.7885131477726406E-02 a       236     0    12     1    16
  1.0320868889034475E-01 a       237     0    12     1    17
  2.2077788240715376E-01 a       238     0    12     1    18
  4.1319163234721229E-01 a       239     0    12     1    19
 -1.4215910435904605E-01 a       240     0    12     1    20
  2.1187232960468513E-01 a       241     0    13     1     1
  3.2635948740267162E-01 a       242     0    13     1     2
  1.2626873038644354E-01 a       243     0    13     1     3
  3.0585075808836160E-01 a       244     0    13     1     4
 -1.0441924245431387E-01 a       245     0    13     1     5
  3.4490699185586937E-01 a       246     0    13     1     6
 -1.9748670704182048E-01 a       247     0    13     1     7
 -8.7806843330400633E-02 a       248     0    13     1     8
 -1.8726884671978361E-01 a       249     0    13     1     9
  2.1146424665821287E-01 a       250     0    13     1    10
 -3.8007670976680163E-01 a       251     0    13     1    11
  1.6411635026849025E-01 a       252     0    13     1    12
  3.7665758446163133E-01 a       253     0    13     1    13
  8.1716726777807825E-03 a       254     0    13     1    14
 -3.5392189336539476E-01 a       255     0    13     1    15
 -3.4602082687956742E-01 a       256     0    13     1    16
  7.4764276920525922E-03 a       257     0    13     1    17
 -1.3147045244764488E-01 a       258     0    13     1    18
  1.8719747885230900E-01 a       259     0    13     1    19
 -1.2496928956597560E-01 a       260     0    13     1    20
 -1.5404283215042330E-01 a       261     0    14     1     1
  1.3151447235622427E-01 a       262     0    14     1     2
 -1.2816456512706148E-01 a       263     0    14     1     3
  3.2042556892335106E-01 a       264     0    14     1     4
  2.3606704665862166E-01 a       265     0    14     1     5
  1.1755796253146597E-01 a       266     0    14     1     6
  1.4935428948267396E-01 a       267     0    14     1     7
 -7.6770591958096407E-02 a       268     0    14     1     8
 -7.2387383265383617E-02 a       269     0    14     1     9
  1.7417708253405748E-01 a       270     0    14     1    10
  1.5049365388110705E-01 a       271     0    14     1    11
  9.5810051904310106E-02 a       272     0    14     1    12
  3.5478330453689999E-01 a       273     0    14     1    13
 -9.9208910722111798E-02 a       274     0    14     1    14
 -2.1879524391619576E-01 a       275     0    14     1    15
 -2.9763694660698770E-01 a       276     0    14     1    16
 -6.9119344518113343E-02 a       277     0    14     1    17
 -2.0345324733415091E-01 a       278     0    14     1    18
  1.4609219267631268E-01 a       279     0    14     1    19
 -7.9010331613614870E-02 a       280     0    14     1    20
  5.2870737876311517E-02 a       281     0    15     1     1
  1.5566341239093553E-01 a       282     0    15     1     2
  1.7881340319881309E-01 a       283     0    15     1     3
  1.2791441582708766E-02 a       284     0    15     1     4
 -2.1766319912091106E-01 a       285     0    15     1     5
 -1.5592689402975399E-01 a       286     0    15     1     6
 -2.9987938457025176E-01 a       287     0    15     1     7
 -2.4652165876315149E-01 a       288     0    15     1     8
 -6.0621537831721861E-02 a       289     0    15     1     9
  6.9713762702420953E-02 a       290     0    15     1    10
  1.1555764750595873E-01 a       291     0    15     1    11
  2.4748381724262355E-01 a       292     0    15     1    12
 -1.5760607774483201E-01 a       293     0    15     1    13
  4.7388014659046090E-01 a       294     0    15     1    14
  2.7384247822313973E-01 a       295     0    15     1    15
  7.9873373648899904E-02 a       296     0    15     1    16
  6.5924182241419119E-02 a       297     0    15     1    17
  2.8846030945571255E-01 a       298     0    15     1    18
 -1.5059203552970510E-01 a       299     0    15     1    19
  2.2304786260142567E-01 a       300     0    15     1    20
  1.4618889901553911E-01 a       301     0    16     1     1
  8.7049904477970078E-02 a       302     0    16     1     2
 -1.7354128438726224E-01 a       303     0    16     1     3
 -2.3208892350871332E-01 a       304     0    16     1     4
 -2.9102222311396749E-02 a       305     0    16     1     5
 -3.0282773214022102E-01 a       306     0    16     1     6
 -5.7606167164382001E-02 a       307     0    16     1     7
  6.4186834125626466E-02 a       308     0    16     1     8
 -1.6940827778403811E-01 a       309     0    16     1     9
 -2.4806603052392312E-01 a       310     0    16     1    10
 -2.6348234230102515E-02 a       311     0    16     1    11
 -2.7268504782186431E-01 a       312     0    16     1    12
 -1.5268090124499403E-01 a       313     0    16     1    13
  1.0742679412618873E-01 a       314     0    16     1    14
  1.4496059749570547E-01 a       315     0    16     1    15
  4.2631694200474907E-01 a       316     0    16     1    16
  6.7115627058508986E-02 a       317     0    16     1    17
  1.0742896446382758E-01 a       318     0    16     1    18
 -9.8499483848324437E-02 a       319     0    16     1    19
  4.7120915781879734E-02 a       320     0    16     1    20
 -2.4688164363721890E-01 a       321     0    17     1     1
 -2.4942539999514129E-01 a       322     0    17     1     2
  9.3027258966633539E-02 a       323     0    17     1     3
 -1.0870069149719863E-01 a       324     0    17     1     4
  2.5735325345437554E-01 a       325     0    17     1     5
 -7.1850087593265471E-02 a       326     0    17     1     6
  4.6881645800169951E-02 a       327     0    17     1     7
  1.3616192781058753E-01 a       328     0    17     1     8
  1.3249735405390214E-01 a       329     0    17     1     9
 -1.0763815511639979E-01 a       330     0    17     1    10
  1.8234156370339982E-01 a       331     0    17     1    11
  3.1482739201155858E-02 a       332     0    17     1    12
 -1.7518323391401755E-01 a       333     0    17     1    13
 -2.8055398856768160E-01 a       334     0    17     1    14
  7.3669234866199931E-02 a       335     0    17     1    15
 -2.4122033411594862E-01 a       336     0    17     1    16
 -1.1883276268967821E-01 a       337     0    17     1    17
  1.7233201605674328E-01 a       338     0    17     1    18
  3.5210905015966670E-01 a       339     0    17     1    19
  1.7620295415830761E-01 a       340     0    17     1    20
 -1.5020442634342643E-01 a       341     0    18     1     1
  1.8626808790944815E-01 a       342     0    18     1     2
 -9.0267667026687939E-02 a       343     0    18     1     3
 -1.0521045349910960E-01 a       344     0    18     1     4
  2.8622860081812340E-01 a       345     0    18     1     5
 -7.2570182151858495E-02 a       346     0    18     1     6
  3.0186955473737354E-01 a       347     0    18     1     7
 -2.5456082996800963E-02 a       348     0    18     1     8
 -4.0825632030280654E-02 a       349     0    18     1     9
  4.8267554934199965E-02 a       350     0    18     1    10
  2.4705135060905531E-01 a       351     0    18     1    11
 -1.7476157227349098E-01 a       352     0    18     1    12
 -3.7824300132285563E-02 a       353     0    18     1    13
 -1.2297266003914688E-01 a       354     0    18     1    14
  3.1679036185706233E-01 a       355     0    18     1    15
 -1.7098897780906125E-01 a       356     0    18     1    16
 -1.6508804112556064E-01 a       357     0    18     1    17
  2.3023494196630311E-02 a       358     0    18     1    18
 -1.8599939835891838E-01 a       359     0    18     1    19
  1.1747599159460512E-01 a       360     0    18     1    20
  8.1594532812583956E-02 a       361     0    19     1     1
  1.8685038608458485E-01 a       362     0    19     1     2
 -1.6760095934996078E-01 a       363     0    19     1     3
  1.3941201942333373E-01 a       364     0    19     1     4
 -1.6689224904199415E-01 a       365     0    19     1     5
 -4.5910884527032153E-02 a       366     0    19     1     6
 -1.9556258003028601E-01 a       367     0    19     1     7
 -5.8474213382624735E-02 a       368     0    19     1     8
  2.9366196500173112E-02 a       369     0    19     1     9
  8.4827756016347650E-02 a       370     0    19     1    10
 -7.3902448040348793E-03 a       371     0    19     1    11
 -1.3886620676157263E-01 a       372     0    19     1    12
 -5.1566055450929994E-02 a       373     0    19     1    13
  1.6187276728293690E-01 a       374     0    19     1    14
  1.9668736435955345E-01 a       375     0    19     1    15
 -9.5142460728865799E-02 a       376     0    19     1    16
  2.9348226419980039E-03 a       377     0    19     1    17
 -1.4618027870830624E-01 a       378     0    19     1    18
 -2.0532980577754739E-01 a       379     0    19     1    19
 -5.4699993045179654E-02 a       380     0    19     1    20
  1.3756135666236333E-01 a       381     0    20     1     1
 -8.3240289171798723E-02 a       382     0    20     1     2
 -1.0902098706640410E-01 a       383     0    20     1     3
  2.4233270609603949E-01 a       384     0    20     1     4
 -1.4661325873302999E-01 a       385     0    20     1     5
  1.8705348203074246E-01 a       386     0    20     1     6
 -1.9484753291554255E-01 a       387     0    20     1     7
  1.0611713281221336E-01 a       388     0    20     1     8
  4.2867233962153375E-02 a       389     0    20     1     9
  7.6126273626088550E-02 a       390     0    20     1    10
 -2.5872045419828271E-01 a       391     0    20     1    11
  2.2683127019828622E-03 a       392     0    20     1    12
  2.2035340538426545E-01 a       393     0    20     1    13
 -1.3107587774144944E-01 a       394     0    20     1    14
 -4.7657036029924638E-01 a       395     0    20     1    15
  9.3196381390744543E-02 a       396     0    20     1    16
  1.2184088681400972E-01 a       397     0    20     1    17
 -2.1355260829250775E-01 a       398     0    20     1    18
  1.3571555592820292E-01 a       399     0    20     1    19
 -2.7293978770471028E-01 a       400     0    20     1    20
  2.1773574669033002E-01 a       401     0    21     1     1
 -2.6021033422029044E-01 a       402     0    21     1     2
 -2.1489065116185360E-01 a       403     0    21     1     3
 -3.4409391754684809E-01 a       404     0    21     1     4
  1.9068550179828000E-01 a       405     0    21     1     5
  2.7673678639838445E-01 a       406     0    21     1     6
 -2.3533780824228287E-01 a       407     0    21     1     7
  4.4850815336961947E-01 a       408     0    21     1     8
  3.8467881126206616E-01 a       409     0    21     1     9
  6.7944442590868098E-02 a       410     0    21     1    10
  8.9507197458039894E-02 a       411     0    21     1    11
  4.6539965642923677E-03 a       412     0    21     1    12
  1.2439632728265708E-01 a       413     0    21     1    13
 -1.9631568797036486E-01 a       414     0    21     1    14
 -1.8066012970301071E-01 a       415     0    21     1    15
 -2.4842981997831323E-01 a       416     0    21     1    16
 -2.6130947016271622E-01 a       417     0    21     1    17
 -3.2021940142142813E-01 a       418     0    21     1    18
  2.9858144194834935E-01 a       419     0    21     1    19
 -1.0381690424289014E-01 a       420     0    21     1    20
  2.4943384444735464E-01 a       421     0    22     1     1
  1.1648837501479992E-01 a       422     0    22     1     2
 -2.9172307650750579E-01 a       423     0    22     1     3
 -3.8066839511556722E-01 a       424     0    22     1     4
  4.1751344691910219E-01 a       425     0    22     1     5
  2.8400300067228790E-01 a       426     0    22     1     6
  3.1662902556516576E-01 a       427     0    22     1     7
  1.1823956493748727E-01 a       428     0    22     1     8
  1.1073661437657893E-01 a       429     0    22     1     9
 -2.3650713684112190E-01 a       430     0    22     1    10
 -7.3869800750534440E-02 a       431     0    22     1    11
 -2.4551235557325343E-01 a       432     0    22     1    12
  3.9621553185246194E-01 a       433     0    22     1    13
 -1.8083087339989257E-01 a       434     0    22     1    14
  3.7993146404739514E-01 a       435     0    22     1    15
  1.7782756970848251E-01 a       436     0    22     1    16
  2.7216134168460165E-02 a       437     0    22     1    17
 -3.2170598661515931E-03 a       438     0    22     1    18
  2.4521036007110961E-01 a       439     0    22     1    19
  1.3950951074873574E-01 a       440     0    22     1    20
 -2.0379674941869441E-01 a       441     0    23     1     1
  3.4035166893668795E-01 a       442     0    23     1     2
 -3.0198691628541924E-01 a       443     0    23     1     3
 -9.1880042810719639E-02 a       444     0    23     1     4
 -1.2424788933914338E-01 a       445     0    23     1     5
 -1.2826712150762670E-01 a       446     0    23     1     6
 -1.0058738054545079E-01 a       447     0    23     1     7
 -2.2571536734988190E-01 a       448     0    23     1     8
 -3.5902011365170466E-01 a       449     0    23     1     9
  2.8377389123852667E-02 a       450     0    23     1    10
  1.4456129584693758E-01 a       451     0    23     1    11
 -2.7544023635075149E-01 a       452     0    23     1    12
  1.9959606738446550E-01 a       453     0    23     1    13
 -3.5690986666560551E-02 a       454     0    23     1    14
  4.8213684136828049E-02 a       455     0    23     1    15
 -2.1586027437075744E-01 a       456     0    23     1    16
  2.0075326462303655E-01 a       457     0    23     1    17
 -1.0753601412547759E-01 a       458     0    23     1    18
  1.1707626881451760E-01 a       459     0    23     1    19
 -2.0768967328357230E-02 a       460     0    23     1    20
 -2.4667120513194374E-01 a       461     0    24     1     1
 -4.2484173926584917E-01 a       462     0    24     1     2
  2.6421305862330552E-01 a       463     0    24     1     3
 -2.0703988959922345E-01 a       464     0    24     1     4
  1.8356340431939615E-02 a       465     0    24     1     5
  3.1924822135965047E-01 a       466     0    24     1     6
 -1.2680759511781506E-01 a       467     0    24     1     7
  8.1445823961203812E-02 a       468     0    24     1     8
  2.6862881961729534E-01 a       469     0    24     1     9
  2.1710560369938209E-01 a       470     0    24     1    10
 -6.1968022279920085E-02 a       471     0    24     1    11
  5.3698710354105139E-01 a       472     0    24     1    12
 -2.3773402567566138E-01 a       473     0    24     1    13
 -1.2609934071702089E-01 a       474     0    24     1    14
  7.7568098102238942E-02 a       475     0    24     1    15
  4.6715172622634055E-03 a       476     0    24     1    16
  7.6643073535656442E-02 a       477     0    24     1    17
  1.2246088079769823E-01 a       478     0    24     1    18
 -4.0906962913216376E-02 a       479     0    24     1    19
  6.0378484006160561E-02 a       480     0    24     1    20
 -2.8160550196329842E-01 a       481     0    25     1     1
 -1.7027436784947581E-01 a       482     0    25     1     2
  2.3478648798205667E-01 a       483     0    25     1     3
  3.3722504622243155E-01 a       484     0    25     1     4
  9.8668381330464947E-02 a       485     0    25     1     5
 -1.2490474862980924E-02 a       486     0    25     1     6
  3.8520372890788501E-01 a       487     0    25     1     7
  3.3214360281843081E-01 a       488     0    25     1     8
  1.4912725520303607E-01 a       489     0    25     1     9
 -1.8380767318856389E-01 a       490     0    25     1    10
 -2.2036512076997458E-01 a       491     0    25     1    11
 -4.2422438823319231E-01 a       492     0    25     1    12
  2.4732496035301543E-01 a       493     0    25     1    13
 -1.4685196803355760E-01 a       494     0    25     1    14
  1.7834867639132002E-01 a       495     0    25     1    15
 -3.1381468300971924E-02 a       496     0    25     1    16
 -1.6232026327064733E-01 a       497     0    25     1    17
  8.5900163883667086E-02 a       498     0    25     1    18
  1.8249006306903470E-01 a       499     0    25     1    19
 -3.4394453325782920E-02 a       500     0    25     1    20
 -8.5109145021543611E-02 a       501     0    26     1     1
  2.3669503365723316E-01 a       502     0    26     1     2
 -3.9558637209812460E-02 a       503     0    26     1     3
  1.7324859170294751E-01 a       504     0    26     1     4
 -2.2634179974535662E-01 a       505     0    26     1     5
 -1.1189121271429567E-01 a       506     0    26     1     6
 -2.9402265548170636E-01 a       507     0    26     1     7
 -1.8818316972713045E-01 a       508     0    26     1     8
  1.0279924798520385E-01 a       509     0    26     1     9
 -2.6993079542956810E-01 a       510     0    26     1    10
  2.0667154020395935E-02 a       511     0    26     1    11
 -1.0198054616806797E-01 a       512     0    26     1    12
 -3.0785655461130129E-01 a       513     0    26     1    13
  2.6266500887158667E-01 a       514     0    26     1    14
 -3.7089851075816760E-01 a       515     0    26     1    15
  1.9129041739169989E-01 a       516     0    26     1    16
 -1.0921454341786112E-01 a       517     0    26     1    17
 -1.0860915503993154E-01 a       518     0    26     1    18
 -4.5773756294254869E-02 a       519     0    26     1    19
 -1.9187216024928255E-01 a       520     0    26     1    20
  2.3741308713009765E-01 a       521     0    27     1     1
  3.3835000732081366E-01 a       522     0    27     1     2
  1.2817126129424364E-01 a       523     0    27     1     3
 -1.3395804108562992E-01 a       524     0    27     1     4
 -1.4327046454165457E-01 a       525     0    27     1     5
  2.2979368728688683E-03 a       526     0    27     1     6
 -2.2810310192163338E-01 a       527     0    27     1     7
  1.4090250862007017E-01 a       528     0    27     1     8
 -2.8012938925981556E-01 a       529     0    27     1     9
 -1.7865592413781600E-01 a       530     0    27     1    10
