################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.1845356592264095E-02 a        77     0     4     1    17
  2.2557340922422134E-01 a        78     0     4     1    18
  5.2869653869983235E-01 a        79     0     4     1    19
 -1.2408347858867874E-01 a        80     0     4     1    20
 -2.4867876830976229E-01 a        81     0     5     1     1
  1.4449189390582773E-01 a        82     0     5     1     2
 -1.0471087997559864E-01 a        83     0     5     1     3
  1.5417660682915660E-01 a        84     0     5     1     4
  1.8748508955533625E-02 a        85     0     5     1     5
 -5.2502232071571966E-02 a        86     0     5     1     6
 -2.5660821168200043E-01 a        87     0     5     1     7
  3.6433665898326323E-01 a        88     0     5     1     8
  1.7221815944509233E-01 a        89     0     5     1     9
 -1.0440849232546873E-02 a        90     0     5     1    10
  3.3744278964043906E-01 a        91     0     5     1    11
 -2.8368403585439430E-02 a        92     0     5     1    12
 -6.7994172444186915E-02 a        93     0     5     1    13
 -4.6452655302628482E-01 a        94     0     5     1    14
  4.3072382896258476E-01 a        95     0     5     1    15
 -2.6461880177960395E-01 a        96     0     5     1    16
  3.3183544257801306E-01 a        97     0     5     1    17
  2.9948272024622941E-01 a        98     0     5     1    18
 -2.7431026337137626E-01 a        99     0     5     1    19
 -1.9036104233198345E-01 a       100     0     5     1    20
  3.0350887872594995E-01 a       101     0     6     1     1
 -3.4099453250125272E-01 a       102     0     6     1     2
  5.7541438984482440E-02 a       103     0     6     1     3
 -1.1619723313558375E-01 a       104     0     6     1     4
  2.7080496858306075E-01 a       105     0     6     1     5
  4.7348933209621452E-01 a       106     0     6     1     6
 -3.6217005113639750E-01 a       107     0     6     1     7
  4.6703493045475536E-01 a       108     0     6     1     8
 -2.5171276967636341E-01 a       109     0     6     1     9
 -1.4084751920573746E-01 a       110     0     6     1    10
 -4.0900434289048315E-01 a       111     0     6     1    11
 -4.3456461817460074E-01 a       112     0     6     1    12
 -1.8555342855361587E-01 a       113     0     6     1    13
  3.6798031316672758E-01 a       114     0     6     1    14
 -2.8272772058953949E-01 a       115     0     6     1    15
 -3.6043501037370701E-01 a       116     0     6     1    16
 -9.1955384833194806E-02 a       117     0     6     1    17
  3.1825908302366535E-02 a       118     0     6     1    18
 -3.3374635284682735E-01 a       119     0     6     1    19
 -3.5692129219090696E-01 a       120     0     6     1    20
  7.8910396852055267E-02 a       121     0     7     1     1
  1.1654259227841886E-01 a       122     0     7     1     2
  7.1412963528638032E-02 a       123     0     7     1     3
  1.5302118627723432E-01 a       124     0     7     1     4
  3.0288240389046100E-01 a       125     0     7     1     5
 -2.8968963075360443E-01 a       126     0     7     1     6
  7.0087616126412830E-02 a       127     0     7     1     7
 -1.7738602510403981E-01 a       128     0     7     1     8
 -3.7156044613055252E-02 a       129     0     7     1     9
 -8.0828075095139992E-02 a       130     0     7     1    10
 -2.6617240660090574E-01 a       131     0     7     1    11
 -2.5300510243033025E-01 a       132     0     7     1    12
 -5.5709121869710582E-02 a       133     0     7     1    13
  3.8181699992694239E-02 a       134     0     7     1    14
 -1.4705265995912489E-01 a       135     0     7     1    15
 -1.0574022240435636E-01 a       136     0     7     1    16
  9.2659221656059443E-02 a       137     0     7     1    17
  1.9499243595369078E-01 a       138     0     7     1    18
  7.6529460658531579E-03 a       139     0     7     1    19
  2.2280114109401067E-01 a       140     0     7     1    20
 -4.6802756975815332E-02 a       141     0     8     1     1
 -9.2147521609203559E-02 a       142     0     8     1     2
  1.7568934802296512E-01 a       143     0     8     1     3
  1.0994746623905195E-01 a       144     0     8     1     4
  1.5873446792565607E-01 a       145     0     8     1     5
  3.2557006943174666E-01 a       146     0     8     1     6
 -9.5079107002379454E-03 a       147     0     8     1     7
 -9.6013315351132153E-02 a       148     0     8     1     8
  2.8363195355811915E-01 a       149     0     8     1     9
  1.6617951616838034E-01 a       150     0     8     1    10
 -8.1798648783317926E-02 a       151     0     8     1    11
 -3.5710345104202118E-01 a       152     0     8     1    12
 -1.7009556957852617E-01 a       153     0     8     1    13
  2.4953567590947953E-01 a       154     0     8     1    14
 -6.9059879229928711E-03 a       155     0     8     1    15
  3.4639831250000908E-01 a       156     0     8     1    16
 -7.5849473473027063E-02 a       157     0     8     1    17
  2.6876071024258491E-01 a       158     0     8     1    18
  2.8342500143675187E-01 a       159     0     8     1    19
 -2.2542439440533735E-01 a       160     0     8     1    20
 -1.7708276595144151E-01 a       161     0     9     1     1
  3.4286203844249541E-01 a       162     0     9     1     2
 -2.7479924892523677E-01 a       163     0     9     1     3
  2.8371545959883748E-01 a       164     0     9     1     4
 -1.5061604343273655E-01 a       165     0     9     1     5
  1.9146992292666087E-01 a       166     0     9     1     6
 -4.8894134476025848E-03 a       167     0     9     1     7
 -7.1159741879831012E-02 a       168     0     9     1     8
  3.8600874314533729E-01 a       169     0     9     1     9
 -2.9435063843189274E-01 a       170     0     9     1    10
  3.5387486592095746E-01 a       171     0     9     1    11
  2.0579207315228101E-01 a       172     0     9     1    12
  1.7298403459294967E-01 a       173     0     9     1    13
 -1.4747181308654950E-01 a       174     0     9     1    14
 -1.8320632570834669E-01 a       175     0     9     1    15
 -1.5042203903210255E-01 a       176     0     9     1    16
  1.4374041037254362E-01 a       177     0     9     1    17
  1.1880287820738261E-01 a       178     0     9     1    18
 -1.3817257336983887E-01 a       179     0     9     1    19
  1.6183957453415715E-01 a       180     0     9     1    20
 -2.1260520370341970E-01 a       181     0    10     1     1
  9.3858734307279701E-02 a       182     0    10     1     2
 -2.2202919823830136E-01 a       183     0    10     1     3
  2.3352093985041558E-01 a       184     0    10     1     4
 -4.6889586877193873E-01 a       185     0    10     1     5
 -2.9236936359361438E-02 a       186     0    10     1     6
  9.2920451370584314E-02 a       187     0    10     1     7
  7.1646869055118481E-02 a       188     0    10     1     8
  2.2766262757248767E-01 a       189     0    10     1     9
  2.1692918076127637E-01 a       190     0    10     1    10
  2.9683122505107329E-01 a       191     0    10     1    11
 -2.5826801354029244E-01 a       192     0    10     1    12
  1.5436104483342153E-01 a       193     0    10     1    13
 -2.6528679039548309E-01 a       194     0    10     1    14
 -2.1747075926439141E-01 a       195     0    10     1    15
  8.9256567627197414E-02 a       196     0    10     1    16
  1.9118995205720551E-01 a       197     0    10     1    17
 -7.8661300476251431E-02 a       198     0    10     1    18
  2.5553408933685612E-01 a       199     0    10     1    19
 -4.7694143156489947E-02 a       200     0    10     1    20
 -2.2690736131250475E-01 a       201     0    11     1     1
 -3.4728628687190138E-01 a       202     0    11     1     2
  3.2291270217259055E-01 a       203     0    11     1     3
 -2.8092870646957030E-01 a       204     0    11     1     4
  3.3747112521027556E-01 a       205     0    11     1     5
  5.0472001624124477E-02 a       206     0    11     1     6
 -3.2187834181485764E-01 a       207     0    11     1     7
 -1.9325006849956639E-01 a       208     0    11     1     8
 -3.4108563581126833E-01 a       209     0    11     1     9
 -5.0527469620028818E-02 a       210     0    11     1    10
 -2.3640069261918442E-01 a       211     0    11     1    11
 -7.1406480305308759E-02 a       212     0    11     1    12
 -5.8105182237079847E-02 a       213     0    11     1    13
  9.0909946619523743E-02 a       214     0    11     1    14
  1.3628863240451894E-02 a       215     0    11     1    15
  3.7507779013371673E-01 a       216     0    11     1    16
 -1.1973177289794266E-01 a       217     0    11     1    17
  1.6714775731417661E-01 a       218     0    11     1    18
  1.9248937110508690E-02 a       219     0    11     1    19
  3.5036540010600448E-01 a       220     0    11     1    20
  4.4019662726220443E-01 a       221     0    12     1     1
 -1.1332472364797461E-01 a       222     0    12     1     2
 -3.0942234208691322E-01 a       223     0    12     1     3
  4.4173269603612737E-02 a       224     0    12     1     4
 -3.5696271594222215E-02 a       225     0    12     1     5
  4.3819645709901667E-01 a       226     0    12     1     6
 -8.7788365676784275E-02 a       227     0    12     1     7
  1.7443032493209007E-01 a       228     0    12     1     8
 -3.4952846096215867E-01 a       229     0    12     1     9
 -3.3568929266565606E-01 a       230     0    12     1    10
  3.7572459309786810E-01 a       231     0    12     1    11
 -3.2406807035596612E-02 a       232     0    12     1    12
  1.2860121418905884E-02 a       233     0    12     1    13
 -3.0992780579501800E-01 a       234     0    12     1    14
 -1.9967382997727529E-01 a       235     0    12     1    15
 -7.6923552033028170E-02 a       236     0    12     1    16
  1.1302505272321794E-01 a       237     0    12     1    17
 -2.1420180247480386E-01 a       238     0    12     1    18
  1.2003482127324017E-02 a       239     0    12     1    19
  3.4816579940112213E-01 a       240     0    12     1    20
 -6.3495196563901249E-02 a       241     0    13     1     1
  1.2950107365010050E-01 a       242     0    13     1     2
 -2.1831522045300370E-02 a       243     0    13     1     3
  4.5263970088292818E-02 a       244     0    13     1     4
  1.8148864690975203E-01 a       245     0    13     1     5
 -4.2153897120030609E-01 a       246     0    13     1     6
 -1.4054934066027822E-02 a       247     0    13     1     7
  1.5960305482479636E-01 a       248     0    13     1     8
 -1.0092893257388463E-01 a       249     0    13     1     9
 -8.9880533599890691E-02 a       250     0    13     1    10
 -1.3325811678297228E-01 a       251     0    13     1    11
  4.4836956883935665E-02 a       252     0    13     1    12
  1.3205059065283481E-01 a       253     0    13     1    13
  1.6667587572022460E-01 a       254     0    13     1    14
 -8.7368322101451290E-02 a       255     0    13     1    15
 -2.0108584734734633E-01 a       256     0    13     1    16
 -1.2195029758308915E-01 a       257     0    13     1    17
  1.0422475469803313E-02 a       258     0    13     1    18
 -1.7469123633956743E-01 a       259     0    13     1    19
 -3.5604696428851401E-01 a       260     0    13     1    20
  2.7574529097118811E-01 a       261     0    14     1     1
 -1.5762913853533622E-01 a       262     0    14     1     2
 -1.2465734628761331E-01 a       263     0    14     1     3
 -1.1950385289834509E-01 a       264     0    14     1     4
 -3.5267382893817817E-01 a       265     0    14     1     5
 -2.1429525971608059E-02 a       266     0    14     1     6
 -4.7342234202043043E-01 a       267     0    14     1     7
 -2.1417221251528645E-01 a       268     0    14     1     8
  3.6752845195258199E-01 a       269     0    14     1     9
  1.3454363334168454E-01 a       270     0    14     1    10
 -9.5736069539413368E-02 a       271     0    14     1    11
  2.1812274717318608E-01 a       272     0    14     1    12
  1.3451387610049539E-01 a       273     0    14     1    13
  2.7606617287843738E-01 a       274     0    14     1    14
  2.3711303657610098E-02 a       275     0    14     1    15
  1.6975577416492488E-01 a       276     0    14     1    16
  9.9126591085518856E-02 a       277     0    14     1    17
  4.7287097259544287E-03 a       278     0    14     1    18
  4.2355197957478669E-01 a       279     0    14     1    19
 -2.1298080628207749E-01 a       280     0    14     1    20
 -3.4088114684726542E-02 a       281     0    15     1     1
  7.4579648106771271E-02 a       282     0    15     1     2
  2.0367841848373225E-01 a       283     0    15     1     3
  1.1215009840163380E-02 a       284     0    15     1     4
  1.3836081194159272E-01 a       285     0    15     1     5
  1.7398475252189366E-01 a       286     0    15     1     6
  1.1654395572235669E-01 a       287     0    15     1     7
 -4.6112106997313440E-02 a       288     0    15     1     8
  1.3284844079237040E-01 a       289     0    15     1     9
 -2.6470822365741958E-01 a       290     0    15     1    10
 -2.0210613108017761E-01 a       291     0    15     1    11
 -3.7310790350334258E-02 a       292     0    15     1    12
 -1.9394883793702403E-01 a       293     0    15     1    13
 -1.5059849746289641E-01 a       294     0    15     1    14
 -2.1416870650209450E-02 a       295     0    15     1    15
 -1.3053430625088616E-01 a       296     0    15     1    16
  1.9887248185974349E-01 a       297     0    15     1    17
  1.4702154386836414E-01 a       298     0    15     1    18
  8.7464311160311101E-02 a       299     0    15     1    19
  1.4081294677676995E-01 a       300     0    15     1    20
  8.4249453685284054E-02 a       301     0    16     1     1
 -5.1203499745251679E-02 a       302     0    16     1     2
  1.6440142931714957E-01 a       303     0    16     1     3
 -1.6097387606116043E-01 a       304     0    16     1     4
 -2.8688089106511883E-01 a       305     0    16     1     5
  9.0033429825888328E-02 a       306     0    16     1     6
  1.1757914628428966E-01 a       307     0    16     1     7
  1.3685158458317298E-01 a       308     0    16     1     8
  1.3621305698248537E-01 a       309     0    16     1     9
  1.7464227550503370E-01 a       310     0    16     1    10
 -1.3336488658812257E-01 a       311     0    16     1    11
 -2.4094417592497591E-01 a       312     0    16     1    12
 -4.4902567710259481E-02 a       313     0    16     1    13
 -1.6257568421044966E-01 a       314     0    16     1    14
 -3.1770800805036603E-01 a       315     0    16     1    15
 -1.7302886041477666E-01 a       316     0    16     1    16
  1.2658159463309443E-01 a       317     0    16     1    17
  1.4780611665223387E-01 a       318     0    16     1    18
 -6.6743591790176748E-02 a       319     0    16     1    19
  3.6656850914476657E-01 a       320     0    16     1    20
 -1.0890747614951929E-01 a       321     0    17     1     1
 -7.4580926220191204E-02 a       322     0    17     1     2
 -6.1848208971760410E-02 a       323     0    17     1     3
 -6.9800944317037787E-03 a       324     0    17     1     4
 -1.6969696495448786E-01 a       325     0    17     1     5
 -3.0853143580570064E-02 a       326     0    17     1     6
 -2.6614760224811146E-01 a       327     0    17     1     7
 -6.0503675748518294E-03 a       328     0    17     1     8
 -1.1099891380179865E-01 a       329     0    17     1     9
  1.4887383680715655E-01 a       330     0    17     1    10
  1.1948949658515448E-01 a       331     0    17     1    11
 -2.2336243822585564E-01 a       332     0    17     1    12
  1.7000671489593136E-01 a       333     0    17     1    13
  2.0069328954930138E-01 a       334     0    17     1    14
 -3.8477856825217116E-01 a       335     0    17     1    15
  2.7509340531324811E-01 a       336     0    17     1    16
 -2.7442573583752017E-01 a       337     0    17     1    17
 -7.6688830020656693E-03 a       338     0    17     1    18
  6.3313144892668219E-02 a       339     0    17     1    19
  8.3142731891874613E-02 a       340     0    17     1    20
  1.7311045056579186E-01 a       341     0    18     1     1
  1.5173657137077440E-01 a       342     0    18     1     2
 -4.6702799060686151E-01 a       343     0    18     1     3
  3.5104720960930258E-01 a       344     0    18     1     4
 -1.5906547422269801E-01 a       345     0    18     1     5
 -6.3080671691301722E-03 a       346     0    18     1     6
 -2.0997099960027876E-01 a       347     0    18     1     7
  4.2020774019880365E-02 a       348     0    18     1     8
  2.8150455673275576E-01 a       349     0    18     1     9
 -5.1927723093054934E-02 a       350     0    18     1    10
  4.5441907586983776E-01 a       351     0    18     1    11
 -1.8670716410960647E-01 a       352     0    18     1    12
  1.7462806806135900E-01 a       353     0    18     1    13
 -3.5316337474896631E-01 a       354     0    18     1    14
  3.9940462143554839E-01 a       355     0    18     1    15
  2.5986448167934667E-01 a       356     0    18     1    16
  2.9423338816275235E-01 a       357     0    18     1    17
 -1.8136614763623612E-01 a       358     0    18     1    18
  2.8718084010106987E-01 a       359     0    18     1    19
 -2.2748552029826857E-01 a       360     0    18     1    20
 -1.2096884759601521E-01 a       361     0    19     1     1
 -3.7822202157325860E-02 a       362     0    19     1     2
 -1.1386027280830179E-01 a       363     0    19     1     3
  3.0557507309439375E-02 a       364     0    19     1     4
 -4.8757080332989797E-02 a       365     0    19     1     5
  3.5613690202756015E-01 a       366     0    19     1     6
  1.0584602881684262E-01 a       367     0    19     1     7
 -2.7889805385953886E-01 a       368     0    19     1     8
 -1.4871346256077406E-01 a       369     0    19     1     9
 -2.7878480748147222E-02 a       370     0    19     1    10
 -3.2877995686504891E-01 a       371     0    19     1    11
 -3.5309737806350924E-02 a       372     0    19     1    12
  2.9668434920346581E-02 a       373     0    19     1    13
 -8.0955956003724974E-02 a       374     0    19     1    14
 -1.4964610004973236E-01 a       375     0    19     1    15
  3.4382773984388681E-01 a       376     0    19     1    16
 -2.0573721534262621E-01 a       377     0    19     1    17
 -1.5018680176299670E-01 a       378     0    19     1    18
  4.7516363933698250E-02 a       379     0    19     1    19
  2.0051260695797909E-01 a       380     0    19     1    20
  3.2903358373951169E-01 a       381     0    20     1     1
 -1.7289605036860589E-01 a       382     0    20     1     2
  2.9195789608052393E-02 a       383     0    20     1     3
 -2.3131320188697760E-01 a       384     0    20     1     4
 -3.7719051191328773E-01 a       385     0    20     1     5
 -2.9710758465874097E-02 a       386     0    20     1     6
 -3.9960897554919744E-02 a       387     0    20     1     7
  1.9463903194742629E-01 a       388     0    20     1     8
  2.6857407935406441E-01 a       389     0    20     1     9
  1.0381254298839172E-01 a       390     0    20     1    10
 -2.6773248676728012E-01 a       391     0    20     1    11
  1.0849670314775645E-01 a       392     0    20     1    12
  2.6312193820553713E-02 a       393     0    20     1    13
 -1.0291696534978319E-01 a       394     0    20     1    14
  2.8155116841024769E-01 a       395     0    20     1    15
 -1.6051398009553144E-01 a       396     0    20     1    16
  3.5533032994056585E-01 a       397     0    20     1    17
  9.7696591952516884E-02 a       398     0    20     1    18
 -4.4523523304410915E-02 a       399     0    20     1    19
  2.5311179132564265E-01 a       400     0    20     1    20
  4.5964187449755212E-01 a       401     0    21     1     1
 -2.7978857822191100E-01 a       402     0    21     1     2
  4.0028151887631841E-01 a       403     0    21     1     3
 -4.0226789061427687E-01 a       404     0    21     1     4
 -1.6139338175602688E-01 a       405     0    21     1     5
 -3.7110619019719704E-01 a       406     0    21     1     6
  3.3238903539278475E-01 a       407     0    21     1     7
 -1.5939615680148511E-01 a       408     0    21     1     8
 -1.3896330497556780E-01 a       409     0    21     1     9
 -2.8293881657905856E-01 a       410     0    21     1    10
  4.3498886328815461E-01 a       411     0    21     1    11
  2.9813300725108660E-01 a       412     0    21     1    12
  5.7299590656351033E-02 a       413     0    21     1    13
  3.5296429179970401E-01 a       414     0    21     1    14
  1.5175795471195205E-01 a       415     0    21     1    15
 -6.4398041976252166E-02 a       416     0    21     1    16
  1.4779695695341832E-01 a       417     0    21     1    17
 -2.1806785524227359E-01 a       418     0    21     1    18
  2.4024361146841705E-01 a       419     0    21     1    19
 -2.8745988546918705E-01 a       420     0    21     1    20
 -1.0898566691542044E-01 a       421     0    22     1     1
  4.1226876959904984E-01 a       422     0    22     1     2
 -3.7308897387815826E-01 a       423     0    22     1     3
  3.4583889636190129E-01 a       424     0    22     1     4
  2.2986898889006990E-01 a       425     0    22     1     5
 -1.6955546819794970E-01 a       426     0    22     1     6
 -5.0931104746206080E-01 a       427     0    22     1     7
 -1.8179285484157320E-01 a       428     0    22     1     8
 -4.4763734173119890E-01 a       429     0    22     1     9
 -3.2911481479818055E-01 a       430     0    22     1    10
 -9.7571274096923691E-02 a       431     0    22     1    11
  3.2308653148063887E-01 a       432     0    22     1    12
  2.3607259489814601E-02 a       433     0    22     1    13
 -4.6638466894161380E-02 a       434     0    22     1    14
  3.3151464101481326E-01 a       435     0    22     1    15
 -4.2628034878513060E-01 a       436     0    22     1    16
  1.0766887680854408E-01 a       437     0    22     1    17
 -2.8451977173893606E-01 a       438     0    22     1    18
  2.6112710781818838E-01 a       439     0    22     1    19
 -3.6185508995773513E-01 a       440     0    22     1    20
 -2.2793950256829154E-01 a       441     0    23     1     1
 -4.2883990803453863E-02 a       442     0    23     1     2
 -9.4969008256819906E-02 a       443     0    23     1     3
 -1.6017276774847378E-01 a       444     0    23     1     4
  1.2602349505183477E-01 a       445     0    23     1     5
  2.9439701448303579E-01 a       446     0    23     1     6
  9.4053327984718785E-02 a       447     0    23     1     7
 -2.3354484689905997E-01 a       448     0    23     1     8
 -3.9117239475583848E-01 a       449     0    23     1     9
  2.4928430360073081E-01 a       450     0    23     1    10
 -2.7447769045879013E-02 a       451     0    23     1    11
 -2.1260519109541801E-01 a       452     0    23     1    12
  1.9053710132300067E-01 a       453     0    23     1    13
  1.5542466564684801E-01 a       454     0    23     1    14
 -1.0826613469627451E-01 a       455     0    23     1    15
  1.0361166171381957E-01 a       456     0    23     1    16
 -1.6617327614235841E-01 a       457     0    23     1    17
 -7.0912078484962518E-02 a       458     0    23     1    18
 -5.1350288691294071E-02 a       459     0    23     1    19
  2.9121338861627316E-01 a       460     0    23     1    20
  3.1447939311656836E-01 a       461     0    24     1     1
  7.7246855484805602E-02 a       462     0    24     1     2
  1.8967709646411596E-01 a       463     0    24     1     3
 -1.8207353049599500E-04 a       464     0    24     1     4
 -2.7539643065632580E-01 a       465     0    24     1     5
 -1.0332332296099082E-01 a       466     0    24     1     6
 -1.0022494722322861E-01 a       467     0    24     1     7
 -3.2892706929039173E-02 a       468     0    24     1     8
  1.5035494740058983E-01 a       469     0    24     1     9
  6.6364464880237325E-02 a       470     0    24     1    10
 -1.2035521791650128E-01 a       471     0    24     1    11
 -1.7965271329696819E-01 a       472     0    24     1    12
  1.3553685093041265E-01 a       473     0    24     1    13
 -2.6248339284305527E-01 a       474     0    24     1    14
  1.5774025990046223E-01 a       475     0    24     1    15
  2.0848244703638184E-02 a       476     0    24     1    16
  7.5321147928989002E-02 a       477     0    24     1    17
  6.8940831747856660E-02 a       478     0    24     1    18
  3.3952843575574758E-02 a       479     0    24     1    19
 -4.3708235015843550E-01 a       480     0    24     1    20
 -3.5123741028888084E-01 a       481     0    25     1     1
 -4.6633578783426111E-02 a       482     0    25     1     2
 -2.3350418179776125E-01 a       483     0    25     1     3
  1.6136910063166857E-01 a       484     0    25     1     4
 -3.6193143539337824E-01 a       485     0    25     1     5
  2.1070085128504668E-01 a       486     0    25     1     6
 -1.6080073191637470E-01 a       487     0    25     1     7
  2.1895005354345332E-01 a       488     0    25     1     8
  2.6743467712845004E-01 a       489     0    25     1     9
  1.7751600098373282E-01 a       490     0    25     1    10
 -1.9393540794240205E-01 a       491     0    25     1    11
  1.1080831794134953E-03 a       492     0    25     1    12
 -3.1853625506943745E-01 a       493     0    25     1    13
 -2.7202568049400760E-01 a       494     0    25     1    14
 -2.7244453517133550E-02 a       495     0    25     1    15
  4.3245485655750598E-01 a       496     0    25     1    16
 -2.4514692673154923E-01 a       497     0    25     1    17
 -2.8863395791624152E-01 a       498     0    25     1    18
 -2.8152175059326551E-01 a       499     0    25     1    19
 -1.1716975459568743E-01 a       500     0    25     1    20
 -5.3575748087362422E-02 a       501     0    26     1     1
  2.2452857806437571E-01 a       502     0    26     1     2
  2.9968175175778600E-01 a       503     0    26     1     3
  1.8001491298382177E-01 a       504     0    26     1     4
 -1.2109526571667037E-02 a       505     0    26     1     5
  4.2489905807482459E-01 a       506     0    26     1     6
  3.9102369952284027E-01 a       507     0    26     1     7
  2.1401743993854216E-01 a       508     0    26     1     8
 -1.7221573865363604E-01 a       509     0    26     1     9
 -7.7356105729297422E-02 a       510     0    26     1    10
  6.5278150969245330E-02 a       511     0    26     1    11
 -1.7662146873403389E-01 a       512     0    26     1    12
  1.2300170534183194E-01 a       513     0    26     1    13
  1.2485659778018508E-01 a       514     0    26     1    14
  1.7131959781656578E-01 a       515     0    26     1    15
  3.3257246239961324E-01 a       516     0    26     1    16
 -3.7824053515589900E-01 a       517     0    26     1    17
  1.7755486317988151E-01 a       518     0    26     1    18
 -2.1608820326220159E-02 a       519     0    26     1    19
  2.8561471513062592E-01 a       520     0    26     1    20
  2.6557457906686444E-01 a       521     0    27     1     1
 -1.0975687510154422E-01 a       522     0    27     1     2
  1.1443305198129629E-01 a       523     0    27     1     3
 -1.5694513259326684E-01 a       524     0    27     1     4
 -1.8440507336480261E-01 a       525     0    27     1     5
 -6.4273766559249830E-03 a       526     0    27     1     6
  1.4367874752146659E-01 a       527     0    27     1     7
  3.2817973959647057E-01 a       528     0    27     1     8
 -1.9791848635192469E-01 a       529     0    27     1     9
  5.1546077130514900E-01 a       530     0    27     1    10
