################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4521926860792525E-01 a       135     0     7     1    15
 -2.2948495490644788E-01 a       136     0     7     1    16
 -3.4061420220577110E-01 a       137     0     7     1    17
 -7.0896123181466209E-02 a       138     0     7     1    18
 -1.2655482810049254E-01 a       139     0     7     1    19
 -3.2002054544212039E-01 a       140     0     7     1    20
  2.5063008357828025E-02 a       141     0     8     1     1
  1.7342857824206168E-01 a       142     0     8     1     2
 -2.6624909036396194E-01 a       143     0     8     1     3
 -1.0125811125228949E-01 a       144     0     8     1     4
 -4.1284968600708747E-04 a       145     0     8     1     5
 -3.1442598875920436E-01 a       146     0     8     1     6
  2.9654432663758903E-02 a       147     0     8     1     7
  1.7314385702185681E-01 a       148     0     8     1     8
  1.4767767314058480E-01 a       149     0     8     1     9
  1.4594965158716014E-01 a       150     0     8     1    10
  1.3278785485279446E-01 a       151     0     8     1    11
  6.6167819881152265E-02 a       152     0     8     1    12
  3.0391862124012731E-01 a       153     0     8     1    13
  2.4880617148621059E-01 a       154     0     8     1    14
  7.3960568756912676E-02 a       155     0     8     1    15
  1.6607157805599921E-02 a       156     0     8     1    16
 -4.5705382367674713E-01 a       157     0     8     1    17
 -1.6873047240194519E-01 a       158     0     8     1    18
 -3.5506115165180385E-01 a       159     0     8     1    19
 -4.7883067019441078E-01 a       160     0     8     1    20
 -1.8340734074445860E-02 a       161     0     9     1     1
  1.9265335262845695E-01 a       162     0     9     1     2
  8.2098333057367925E-02 a       163     0     9     1     3
 -3.5823431093916130E-01 a       164     0     9     1     4
  3.6467509909993057E-01 a       165     0     9     1     5
 -2.9033539989836776E-01 a       166     0     9     1     6
 -1.3489795311971314E-02 a       167     0     9     1     7
  1.9479075140232641E-01 a       168     0     9     1     8
 -2.4260307690195379E-01 a       169     0     9     1     9
 -2.9621626822220931E-01 a       170     0     9     1    10
 -2.3618403078108263E-02 a       171     0     9     1    11
  3.8535856814604125E-01 a       172     0     9     1    12
  3.3057309153366071E-01 a       173     0     9     1    13
 -2.1722385204769132E-01 a       174     0     9     1    14
 -9.6768097893054732E-03 a       175     0     9     1    15
  8.4992826741829619E-02 a       176     0     9     1    16
  4.3109142440426684E-01 a       177     0     9     1    17
  2.3040552171747192E-01 a       178     0     9     1    18
 -1.6199595771283659E-01 a       179     0     9     1    19
 -1.1809994553691443E-01 a       180     0     9     1    20
 -2.2827680709577378E-01 a       181     0    10     1     1
  1.0863760584649870E-02 a       182     0    10     1     2
 -3.9155999584389943E-02 a       183     0    10     1     3
  2.1844202431777683E-02 a       184     0    10     1     4
  8.7385434528504585E-02 a       185     0    10     1     5
 -3.5962750031797236E-01 a       186     0    10     1     6
 -8.5080406599946590E-02 a       187     0    10     1     7
 -1.6534063925626877E-01 a       188     0    10     1     8
  1.8060308120502694E-01 a       189     0    10     1     9
  1.4554534303528607E-01 a       190     0    10     1    10
  6.4026020208417342E-02 a       191     0    10     1    11
  1.6014017682868982E-03 a       192     0    10     1    12
 -1.6873717418702350E-01 a       193     0    10     1    13
 -2.1147994003616913E-01 a       194     0    10     1    14
  1.1779101931827957E-01 a       195     0    10     1    15
  1.1909046398214539E-02 a       196     0    10     1    16
  1.5459545291397725E-01 a       197     0    10     1    17
 -8.6068580870398925E-02 a       198     0    10     1    18
  3.0126722749421164E-01 a       199     0    10     1    19
  3.5655282870661870E-01 a       200     0    10     1    20
  1.5652536780758336E-01 a       201     0    11     1     1
 -8.8762009816781784E-02 a       202     0    11     1     2
  1.4535333132417452E-01 a       203     0    11     1     3
 -3.7629351558488809E-02 a       204     0    11     1     4
 -3.7929813314791933E-01 a       205     0    11     1     5
 -7.6486485786784644E-02 a       206     0    11     1     6
  3.9953356550484609E-01 a       207     0    11     1     7
  2.2433305348186536E-01 a       208     0    11     1     8
  1.7440580081102783E-01 a       209     0    11     1     9
 -2.2249243825832621E-01 a       210     0    11     1    10
  1.7419242805829083E-01 a       211     0    11     1    11
 -5.8813550900397871E-01 a       212     0    11     1    12
  2.2183749342384118E-01 a       213     0    11     1    13
  2.4235852133521610E-01 a       214     0    11     1    14
 -1.5411223973799706E-01 a       215     0    11     1    15
  1.1323455892596623E-01 a       216     0    11     1    16
 -2.4083960568277409E-02 a       217     0    11     1    17
 -1.0508927110894059E-01 a       218     0    11     1    18
  2.9727766530033336E-02 a       219     0    11     1    19
 -2.7870961027535479E-01 a       220     0    11     1    20
  3.2848396668301172E-01 a       221     0    12     1     1
 -1.5428824165962429E-01 a       222     0    12     1     2
 -2.5439039013148823E-01 a       223     0    12     1     3
 -5.1623584338650226E-02 a       224     0    12     1     4
 -2.4455349757580755E-01 a       225     0    12     1     5
  2.7914223460132814E-01 a       226     0    12     1     6
 -3.2725993232149736E-01 a       227     0    12     1     7
  3.3341910617592807E-01 a       228     0    12     1     8
  2.0713800303757465E-01 a       229     0    12     1     9
  6.1009107900199713E-02 a       230     0    12     1    10
  3.4844076065710183E-01 a       231     0    12     1    11
 -1.4461018815812852E-02 a       232     0    12     1    12
  1.2167204624192917E-02 a       233     0    12     1    13
  1.7598000665456490E-01 a       234     0    12     1    14
 -1.4421785611199792E-01 a       235     0    12     1    15
 -3.3817935712717856E-01 a       236     0    12     1    16
  4.5545561324555076E-02 a       237     0    12     1    17
  1.3271664495556987E-01 a       238     0    12     1    18
 -7.6442661742340087E-02 a       239     0    12     1    19
  1.9499323935425256E-01 a       240     0    12     1    20
 -1.2323894623966158E-01 a       241     0    13     1     1
  2.1511703668699239E-01 a       242     0    13     1     2
  1.5399765964920925E-01 a       243     0    13     1     3
  1.3015143826253367E-01 a       244     0    13     1     4
  7.4343155044581388E-02 a       245     0    13     1     5
 -1.9155404935307466E-01 a       246     0    13     1     6
 -2.2651125892782989E-01 a       247     0    13     1     7
 -2.8855439184246012E-01 a       248     0    13     1     8
 -2.3699392750014772E-02 a       249     0    13     1     9
  2.7659098304907176E-01 a       250     0    13     1    10
 -3.1642869187253153E-01 a       251     0    13     1    11
 -1.1575491694782213E-01 a       252     0    13     1    12
 -2.9163474566260780E-02 a       253     0    13     1    13
 -3.7493414260480751E-01 a       254     0    13     1    14
 -1.3516322366941960E-01 a       255     0    13     1    15
  4.9313973731241395E-01 a       256     0    13     1    16
 -5.6340212302193757E-02 a       257     0    13     1    17
  2.7962378316162235E-02 a       258     0    13     1    18
 -3.1199740787665597E-01 a       259     0    13     1    19
  3.1201270405681514E-01 a       260     0    13     1    20
  5.2889258951005554E-02 a       261     0    14     1     1
  1.8624947370612374E-01 a       262     0    14     1     2
 -3.3966779732019869E-01 a       263     0    14     1     3
 -1.7659691532561517E-01 a       264     0    14     1     4
  1.7688350928735858E-01 a       265     0    14     1     5
  2.3912407187647292E-01 a       266     0    14     1     6
  3.0324215014332561E-02 a       267     0    14     1     7
 -3.8876552666253056E-01 a       268     0    14     1     8
 -4.7326506684221059E-01 a       269     0    14     1     9
  2.0652991973725046E-01 a       270     0    14     1    10
 -2.5548325950069928E-01 a       271     0    14     1    11
  3.5335622604113093E-01 a       272     0    14     1    12
 -8.8913915827181014E-02 a       273     0    14     1    13
  3.7128433574850406E-02 a       274     0    14     1    14
  1.6372075321599674E-02 a       275     0    14     1    15
 -4.5018920910663157E-01 a       276     0    14     1    16
 -2.2432293223904245E-02 a       277     0    14     1    17
 -3.7126552070619967E-01 a       278     0    14     1    18
  2.4224078881217792E-01 a       279     0    14     1    19
 -4.9661228879852158E-02 a       280     0    14     1    20
  3.7157116309646535E-02 a       281     0    15     1     1
 -2.1563981147127323E-01 a       282     0    15     1     2
  3.1759711893997788E-01 a       283     0    15     1     3
  4.3389535450960616E-02 a       284     0    15     1     4
  1.6480286930792348E-01 a       285     0    15     1     5
 -4.9763140037182474E-01 a       286     0    15     1     6
  1.8734729789066998E-01 a       287     0    15     1     7
 -9.2980730773382370E-02 a       288     0    15     1     8
 -3.5512786629361254E-01 a       289     0    15     1     9
  1.5754386103660967E-01 a       290     0    15     1    10
  2.0205110060124223E-01 a       291     0    15     1    11
  9.2656545725041575E-02 a       292     0    15     1    12
  4.7187508044529728E-03 a       293     0    15     1    13
 -6.3547686891417446E-02 a       294     0    15     1    14
  1.6472376841075281E-01 a       295     0    15     1    15
  3.6284016009327857E-01 a       296     0    15     1    16
  7.6701866498689278E-02 a       297     0    15     1    17
 -1.5526545530131147E-01 a       298     0    15     1    18
  3.8627455883204170E-01 a       299     0    15     1    19
  3.5895827915212242E-01 a       300     0    15     1    20
 -7.6700775146721661E-02 a       301     0    16     1     1
  9.2202712973252360E-02 a       302     0    16     1     2
 -9.5282814531758769E-02 a       303     0    16     1     3
 -1.5089847979320270E-01 a       304     0    16     1     4
  1.2666715757484615E-01 a       305     0    16     1     5
  1.6239789220161380E-01 a       306     0    16     1     6
 -1.1432393081556853E-01 a       307     0    16     1     7
 -3.8506634873885709E-01 a       308     0    16     1     8
  3.0356612602040528E-01 a       309     0    16     1     9
  3.2284060151745192E-01 a       310     0    16     1    10
 -3.7125571603759844E-01 a       311     0    16     1    11
 -2.4401359877101479E-02 a       312     0    16     1    12
 -1.6828699585630102E-01 a       313     0    16     1    13
  1.9493056947582008E-01 a       314     0    16     1    14
 -4.0276815320992188E-01 a       315     0    16     1    15
 -3.4144102294001888E-01 a       316     0    16     1    16
  1.8798537279345599E-02 a       317     0    16     1    17
 -3.4923726871910798E-01 a       318     0    16     1    18
  1.1331145040586056E-01 a       319     0    16     1    19
  4.2218292872671051E-02 a       320     0    16     1    20
  2.2676834893080314E-01 a       321     0    17     1     1
 -1.4801883585497971E-01 a       322     0    17     1     2
 -1.1052249643385878E-02 a       323     0    17     1     3
  1.2245468893281335E-01 a       324     0    17     1     4
 -1.1280525948381253E-02 a       325     0    17     1     5
  2.4183189695955598E-01 a       326     0    17     1     6
 -4.4701810351542193E-02 a       327     0    17     1     7
  2.4404511123884656E-01 a       328     0    17     1     8
 -8.3811346453603747E-02 a       329     0    17     1     9
  2.1412030341962634E-02 a       330     0    17     1    10
  1.8859074329104533E-01 a       331     0    17     1    11
 -1.8212355971985320E-01 a       332     0    17     1    12
  1.1254671974439701E-01 a       333     0    17     1    13
  2.5487166525666564E-02 a       334     0    17     1    14
  7.7283989593163613E-02 a       335     0    17     1    15
 -3.1406280650015317E-01 a       336     0    17     1    16
 -8.3906257451624625E-02 a       337     0    17     1    17
  3.9706387556306683E-01 a       338     0    17     1    18
 -3.6104055676831570E-01 a       339     0    17     1    19
  2.4384570314703782E-02 a       340     0    17     1    20
  1.3339029484559994E-01 a       341     0    18     1     1
  1.8064913643643266E-02 a       342     0    18     1     2
 -1.2089737032924078E-02 a       343     0    18     1     3
 -1.5592314410781682E-01 a       344     0    18     1     4
 -6.5626735956611559E-02 a       345     0    18     1     5
  3.3066465546687518E-01 a       346     0    18     1     6
  5.1143680692167730E-02 a       347     0    18     1     7
  1.2718219391675289E-01 a       348     0    18     1     8
 -3.5771753243627430E-01 a       349     0    18     1     9
  4.0258364232551712E-02 a       350     0    18     1    10
  1.8279612512006632E-01 a       351     0    18     1    11
 -2.5102687884702085E-01 a       352     0    18     1    12
  7.5263795014436266E-02 a       353     0    18     1    13
  6.0478258815191061E-02 a       354     0    18     1    14
  7.8058394680392176E-02 a       355     0    18     1    15
  3.8437516690758350E-01 a       356     0    18     1    16
  2.7124153267939860E-01 a       357     0    18     1    17
 -2.4083955781960117E-01 a       358     0    18     1    18
 -4.0359564045098079E-03 a       359     0    18     1    19
  1.6977618861972019E-01 a       360     0    18     1    20
 -1.4933003169094683E-01 a       361     0    19     1     1
  1.1556351977381269E-02 a       362     0    19     1     2
 -5.1329137142541968E-03 a       363     0    19     1     3
 -2.6514920558261740E-01 a       364     0    19     1     4
 -1.2439569727090914E-01 a       365     0    19     1     5
 -2.4909055104270858E-01 a       366     0    19     1     6
  1.1802638942230752E-01 a       367     0    19     1     7
 -2.5922781758449409E-01 a       368     0    19     1     8
  4.3909284397899956E-02 a       369     0    19     1     9
 -2.2018185671433044E-01 a       370     0    19     1    10
 -3.2078650366095962E-01 a       371     0    19     1    11
 -7.4937637124252471E-02 a       372     0    19     1    12
  9.2948517531507666E-02 a       373     0    19     1    13
  5.8226426550914985E-02 a       374     0    19     1    14
 -4.1260186549734165E-02 a       375     0    19     1    15
 -2.2987979709550321E-01 a       376     0    19     1    16
  1.3361114480507991E-01 a       377     0    19     1    17
 -2.9481521798132049E-01 a       378     0    19     1    18
  6.7554104525256078E-02 a       379     0    19     1    19
  7.6464494552971898E-02 a       380     0    19     1    20
  3.1597253746228397E-02 a       381     0    20     1     1
  3.2866649169685852E-01 a       382     0    20     1     2
 -2.7322929333106144E-01 a       383     0    20     1     3
 -3.8680871157167562E-02 a       384     0    20     1     4
  7.1214286164487259E-02 a       385     0    20     1     5
 -2.5446900337603745E-01 a       386     0    20     1     6
 -6.7721699117181417E-03 a       387     0    20     1     7
  3.7836466252567341E-01 a       388     0    20     1     8
  1.1403633555700543E-01 a       389     0    20     1     9
  2.5019896459784369E-01 a       390     0    20     1    10
 -4.1005312404189642E-02 a       391     0    20     1    11
  2.7061249242997742E-01 a       392     0    20     1    12
  5.8591069342990354E-02 a       393     0    20     1    13
 -4.7276486864506688E-02 a       394     0    20     1    14
 -3.2949430654875683E-01 a       395     0    20     1    15
 -2.4208389873097580E-01 a       396     0    20     1    16
 -2.5597411358069805E-01 a       397     0    20     1    17
  1.1543026136298774E-02 a       398     0    20     1    18
 -2.6590067641118101E-03 a       399     0    20     1    19
 -4.7757717730911947E-02 a       400     0    20     1    20
  2.9924917745069485E-03 a       401     0    21     1     1
  1.9157374239163685E-01 a       402     0    21     1     2
 -4.2523733038454054E-01 a       403     0    21     1     3
 -9.1505778589764580E-02 a       404     0    21     1     4
 -2.5362710512487674E-01 a       405     0    21     1     5
 -3.0056077340121740E-02 a       406     0    21     1     6
 -1.1362657779448385E-01 a       407     0    21     1     7
  1.5055571226168182E-01 a       408     0    21     1     8
  9.3828961375100675E-02 a       409     0    21     1     9
 -1.9038967448869099E-01 a       410     0    21     1    10
  2.0359826505379156E-01 a       411     0    21     1    11
  2.4297414799486070E-01 a       412     0    21     1    12
 -6.7197343295968007E-02 a       413     0    21     1    13
 -1.6938121369741663E-01 a       414     0    21     1    14
  7.8788445352759959E-02 a       415     0    21     1    15
  3.1563763546637445E-02 a       416     0    21     1    16
 -2.0424998622272095E-01 a       417     0    21     1    17
 -1.3266898664510657E-01 a       418     0    21     1    18
  2.1062227061316569E-01 a       419     0    21     1    19
  2.6292239574145004E-01 a       420     0    21     1    20
  4.0448183088197087E-02 a       421     0    22     1     1
  1.9894079396408797E-02 a       422     0    22     1     2
  2.1058199091628846E-01 a       423     0    22     1     3
  4.1162710439089917E-01 a       424     0    22     1     4
  2.1942870326347236E-01 a       425     0    22     1     5
  3.2711277410166599E-02 a       426     0    22     1     6
  4.3904545018549018E-01 a       427     0    22     1     7
  2.3509670982791128E-01 a       428     0    22     1     8
 -3.4276192793258065E-01 a       429     0    22     1     9
  3.2436371326475610E-01 a       430     0    22     1    10
 -1.5099764912907657E-01 a       431     0    22     1    11
  3.0173581093018736E-01 a       432     0    22     1    12
  4.3829809865816804E-02 a       433     0    22     1    13
  1.7365700282153240E-01 a       434     0    22     1    14
  2.0647442128090096E-01 a       435     0    22     1    15
 -2.6813709893280324E-01 a       436     0    22     1    16
 -2.2479442448193632E-01 a       437     0    22     1    17
  4.2463442902965098E-01 a       438     0    22     1    18
 -2.5680371842651972E-01 a       439     0    22     1    19
  2.1196081293076016E-01 a       440     0    22     1    20
  3.7920044183446072E-01 a       441     0    23     1     1
 -2.1275228836206980E-01 a       442     0    23     1     2
  4.0867777898030183E-01 a       443     0    23     1     3
  9.1131017290292785E-02 a       444     0    23     1     4
 -4.5535805275702657E-01 a       445     0    23     1     5
 -1.8079902576025281E-02 a       446     0    23     1     6
  2.3363643392828709E-01 a       447     0    23     1     7
  2.9959765926248105E-01 a       448     0    23     1     8
 -9.2166268715081184E-02 a       449     0    23     1     9
 -2.9085450201926805E-01 a       450     0    23     1    10
  2.8902035046322866E-01 a       451     0    23     1    11
 -2.8037296025388903E-01 a       452     0    23     1    12
  1.0291202218473497E-01 a       453     0    23     1    13
  3.2807407897962569E-02 a       454     0    23     1    14
  8.0205621284451092E-02 a       455     0    23     1    15
  2.1746008593656782E-01 a       456     0    23     1    16
 -1.5758319595647986E-02 a       457     0    23     1    17
  2.9075902814191451E-01 a       458     0    23     1    18
  7.9374859032980624E-02 a       459     0    23     1    19
  2.7898016568854222E-02 a       460     0    23     1    20
  7.4963901278914582E-03 a       461     0    24     1     1
  2.9275808657298324E-01 a       462     0    24     1     2
 -1.7948108237465493E-02 a       463     0    24     1     3
  2.4403987916080836E-03 a       464     0    24     1     4
 -3.4727055418197367E-01 a       465     0    24     1     5
 -3.3664230202144119E-01 a       466     0    24     1     6
 -2.9196851708998001E-01 a       467     0    24     1     7
 -2.4247909241546761E-01 a       468     0    24     1     8
  3.0004261758926554E-01 a       469     0    24     1     9
  2.1413789569913058E-01 a       470     0    24     1    10
 -2.9081028447996099E-01 a       471     0    24     1    11
  3.3714322061926272E-01 a       472     0    24     1    12
 -2.6939740701423458E-02 a       473     0    24     1    13
  2.0737024164739704E-01 a       474     0    24     1    14
 -3.7819525022872824E-01 a       475     0    24     1    15
 -8.6170308678746324E-02 a       476     0    24     1    16
  5.0062715855201612E-01 a       477     0    24     1    17
  2.1451189485790648E-01 a       478     0    24     1    18
  4.3850470228629795E-01 a       479     0    24     1    19
 -3.6025512863951431E-01 a       480     0    24     1    20
 -2.2108907667691177E-01 a       481     0    25     1     1
 -8.9726548015688662E-02 a       482     0    25     1     2
 -4.1080182670247295E-01 a       483     0    25     1     3
  6.8094795250967136E-02 a       484     0    25     1     4
  2.1949223859755554E-01 a       485     0    25     1     5
  6.0014332291097629E-02 a       486     0    25     1     6
 -1.2455385754020648E-03 a       487     0    25     1     7
 -1.9079686756094263E-01 a       488     0    25     1     8
  4.1850291848644172E-01 a       489     0    25     1     9
 -8.8891886976143253E-02 a       490     0    25     1    10
 -2.4916967477984220E-01 a       491     0    25     1    11
 -1.2404886955803503E-01 a       492     0    25     1    12
  5.0233575820744517E-02 a       493     0    25     1    13
 -3.3963139297782530E-01 a       494     0    25     1    14
 -4.2507718503063691E-01 a       495     0    25     1    15
 -1.7116922081699465E-01 a       496     0    25     1    16
 -3.7463937655807222E-01 a       497     0    25     1    17
 -4.2791850618342908E-01 a       498     0    25     1    18
 -1.1445411950559922E-01 a       499     0    25     1    19
  2.8317586343614448E-01 a       500     0    25     1    20
 -2.1259132700165945E-01 a       501     0    26     1     1
  1.8939819141964728E-01 a       502     0    26     1     2
 -2.5063098205769940E-01 a       503     0    26     1     3
 -1.5185285745042471E-01 a       504     0    26     1     4
  2.8889296023430749E-01 a       505     0    26     1     5
  2.0595479326590702E-01 a       506     0    26     1     6
  3.2285085801359950E-03 a       507     0    26     1     7
  2.1422979990106669E-01 a       508     0    26     1     8
 -2.7833254876898311E-01 a       509     0    26     1     9
  1.3848571252078026E-01 a       510     0    26     1    10
  6.5473704499936849E-02 a       511     0    26     1    11
 -7.5399762406133095E-02 a       512     0    26     1    12
 -2.3925623272087046E-01 a       513     0    26     1    13
  2.7081249767591211E-02 a       514     0    26     1    14
  1.3416770246044935E-01 a       515     0    26     1    15
  8.6214870597539767E-03 a       516     0    26     1    16
  1.7751182871747972E-01 a       517     0    26     1    17
  9.4099758350626797E-02 a       518     0    26     1    18
  3.5877058128472850E-01 a       519     0    26     1    19
 -2.0779268958007904E-01 a       520     0    26     1    20
  7.5673322524273237E-02 a       521     0    27     1     1
  2.8382247860898113E-01 a       522     0    27     1     2
 -1.9428483520203302E-01 a       523     0    27     1     3
 -3.9297958444573611E-01 a       524     0    27     1     4
 -9.2154818228065899E-02 a       525     0    27     1     5
 -1.8248280413842157E-02 a       526     0    27     1     6
 -5.3375161365955591E-03 a       527     0    27     1     7
 -3.8055501394638785E-01 a       528     0    27     1     8
  1.6502017082152634E-01 a       529     0    27     1     9
  3.5091916876700824E-01 a       530     0    27     1    10
 -3.9664013273078114E-02 a       531     0    27     1    11
