################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.4929225999065016E-02 a       106     0     6     1     6
  2.3977522397716128E-01 a       107     0     6     1     7
  1.3337979066633454E-01 a       108     0     6     1     8
 -1.0056713074626222E-02 a       109     0     6     1     9
  3.0455469608161539E-01 a       110     0     6     1    10
 -2.3000175922997462E-01 a       111     0     6     1    11
 -9.3989822721023061E-03 a       112     0     6     1    12
 -9.6086204050281607E-02 a       113     0     6     1    13
 -2.1717050411493102E-02 a       114     0     6     1    14
  2.6689404999413045E-02 a       115     0     6     1    15
  1.7741265561428388E-01 a       116     0     6     1    16
  3.2543045748462052E-01 a       117     0     6     1    17
 -1.5094799558588509E-01 a       118     0     6     1    18
  6.1985398101136298E-02 a       119     0     6     1    19
 -2.1800074094070315E-01 a       120     0     6     1    20
 -2.7618480578403859E-01 a       121     0     7     1     1
 -1.0031337672360927E-01 a       122     0     7     1     2
 -1.3728907707240715E-01 a       123     0     7     1     3
 -3.0560211227232442E-03 a       124     0     7     1     4
 -9.7822777528630320E-02 a       125     0     7     1     5
 -2.8194232307694589E-01 a       126     0     7     1     6
 -2.5294899038245666E-01 a       127     0     7     1     7
  2.4463000804897139E-01 a       128     0     7     1     8
  4.4740947908247541E-01 a       129     0     7     1     9
 -2.9521763933350165E-01 a       130     0     7     1    10
  3.4323326163482520E-01 a       131     0     7     1    11
 -3.8498598927184179E-02 a       132     0     7     1    12
 -3.7239043561566187E-01 a       133     0     7     1    13
 -2.7368364588148241E-02 a       134     0     7     1    14
  3.9726724622282589E-01 a       135     0     7     1    15
  3.4759439516801084E-02 a       136     0     7     1    16
  1.8396059699234310E-01 a       137     0     7     1    17
 -1.7338123149143375E-01 a       138     0     7     1    18
  3.1826432907745325E-02 a       139     0     7     1    19
  2.7540801556055428E-01 a       140     0     7     1    20
  1.6801729010165375E-01 a       141     0     8     1     1
  9.7049693729064843E-02 a       142     0     8     1     2
 -1.2931564488280045E-01 a       143     0     8     1     3
 -5.8305753306977168E-02 a       144     0     8     1     4
  1.6336681681051596E-01 a       145     0     8     1     5
  2.6670004804236080E-01 a       146     0     8     1     6
  1.0137482177162083E-01 a       147     0     8     1     7
  2.4184908082008330E-01 a       148     0     8     1     8
 -9.5483562339999967E-02 a       149     0     8     1     9
  2.1903818044757178E-01 a       150     0     8     1    10
  6.6255233259850790E-02 a       151     0     8     1    11
 -1.0283590226892043E-01 a       152     0     8     1    12
  7.9555890882346877E-03 a       153     0     8     1    13
  1.9316555063514035E-01 a       154     0     8     1    14
 -6.8397246122060464E-03 a       155     0     8     1    15
  1.8998311864392624E-02 a       156     0     8     1    16
  9.2407886861875371E-02 a       157     0     8     1    17
 -4.5328144948707016E-02 a       158     0     8     1    18
 -1.3683224307385858E-01 a       159     0     8     1    19
  2.2588389866708578E-01 a       160     0     8     1    20
  2.7244834803174423E-01 a       161     0     9     1     1
  4.6027275225525584E-02 a       162     0     9     1     2
 -2.4766554093758394E-01 a       163     0     9     1     3
 -8.0695660332106164E-02 a       164     0     9     1     4
 -1.0613996352765852E-01 a       165     0     9     1     5
 -1.1974902827671516E-01 a       166     0     9     1     6
 -3.2476703955908648E-01 a       167     0     9     1     7
 -1.7450315508447053E-01 a       168     0     9     1     8
 -3.5849570640258910E-01 a       169     0     9     1     9
  1.5414179197355291E-01 a       170     0     9     1    10
  5.2822775217278163E-02 a       171     0     9     1    11
  8.6896621989213649E-02 a       172     0     9     1    12
  2.8284922917034294E-01 a       173     0     9     1    13
  9.0263613393838874E-03 a       174     0     9     1    14
 -2.2079559286379433E-01 a       175     0     9     1    15
  2.9083839444151843E-01 a       176     0     9     1    16
  6.8568920510241577E-02 a       177     0     9     1    17
  7.4629581256742017E-02 a       178     0     9     1    18
 -1.6709748465862090E-01 a       179     0     9     1    19
  3.6444153761783804E-01 a       180     0     9     1    20
 -3.7640859358955558E-01 a       181     0    10     1     1
 -7.8632737460679961E-02 a       182     0    10     1     2
  3.9262055854570363E-02 a       183     0    10     1     3
 -1.6593095182497863E-01 a       184     0    10     1     4
  5.0286002016773072E-02 a       185     0    10     1     5
 -3.2169278748868296E-01 a       186     0    10     1     6
  8.6663798232786332E-02 a       187     0    10     1     7
  8.9425684050540591E-02 a       188     0    10     1     8
  3.6219194656068719E-04 a       189     0    10     1     9
  1.2187209288741223E-01 a       190     0    10     1    10
 -4.7546470572363421E-02 a       191     0    10     1    11
  8.9604578170666693E-02 a       192     0    10     1    12
 -1.8545594475972352E-01 a       193     0    10     1    13
  1.3097544421489571E-01 a       194     0    10     1    14
 -2.0626279609068485E-01 a       195     0    10     1    15
  3.9149925476958725E-02 a       196     0    10     1    16
 -1.2201365166615614E-01 a       197     0    10     1    17
  1.5657025397553009E-01 a       198     0    10     1    18
  4.1392388044557504E-01 a       199     0    10     1    19
 -1.6610372439511059E-01 a       200     0    10     1    20
  2.9101814749001476E-02 a       201     0    11     1     1
 -1.0221556891221201E-01 a       202     0    11     1     2
  4.2173055914555412E-02 a       203     0    11     1     3
  2.5815387911443338E-01 a       204     0    11     1     4
 -6.3853541906298369E-02 a       205     0    11     1     5
  1.6642355484807875E-01 a       206     0    11     1     6
 -2.0585684599488016E-01 a       207     0    11     1     7
 -3.1555563564325789E-02 a       208     0    11     1     8
 -1.3871208613569858E-01 a       209     0    11     1     9
 -7.3820299648202525E-02 a       210     0    11     1    10
 -3.6620338206188117E-02 a       211     0    11     1    11
  9.8559344261898177E-02 a       212     0    11     1    12
  1.4885228124975225E-01 a       213     0    11     1    13
 -1.0724446435846147E-01 a       214     0    11     1    14
 -7.3723611076380091E-02 a       215     0    11     1    15
 -1.7689483147947646E-01 a       216     0    11     1    16
  2.3857031263834164E-01 a       217     0    11     1    17
 -2.6813712338138695E-01 a       218     0    11     1    18
 -1.5892236077830524E-01 a       219     0    11     1    19
 -1.4981254042056313E-01 a       220     0    11     1    20
 -1.2698655832942354E-01 a       221     0    12     1     1
  4.5886661042534381E-02 a       222     0    12     1     2
 -2.2541126188211674E-01 a       223     0    12     1     3
 -6.5994825579275343E-03 a       224     0    12     1     4
  6.9888160296312424E-02 a       225     0    12     1     5
 -1.8437700764587087E-01 a       226     0    12     1     6
 -2.8274229759689307E-01 a       227     0    12     1     7
 -2.9184972372571166E-01 a       228     0    12     1     8
  1.7506494876774036E-02 a       229     0    12     1     9
 -5.8126547128831696E-02 a       230     0    12     1    10
  2.1348418791424101E-02 a       231     0    12     1    11
 -2.5039272573007942E-01 a       232     0    12     1    12
 -3.5250958480772487E-01 a       233     0    12     1    13
  1.7051017397700038E-01 a       234     0    12     1    14
 -5.7474772895632041E-02 a       235     0    12     1    15
  3.6949275533357029E-01 a       236     0    12     1    16
 -2.5933817436181728E-01 a       237     0    12     1    17
 -1.5499801083503753E-01 a       238     0    12     1    18
 -2.8495253748974675E-01 a       239     0    12     1    19
  1.7419710511920763E-01 a       240     0    12     1    20
  3.4935393480896010E-01 a       241     0    13     1     1
  1.1812788598527060E-01 a       242     0    13     1     2
  2.4247670749283587E-01 a       243     0    13     1     3
 -2.0088658959213157E-01 a       244     0    13     1     4
 -3.4589844578517748E-01 a       245     0    13     1     5
 -2.2598365201551271E-01 a       246     0    13     1     6
 -1.0778754203052028E-01 a       247     0    13     1     7
  1.3531534435657194E-01 a       248     0    13     1     8
  3.1429176592003207E-02 a       249     0    13     1     9
  2.2356633038860349E-01 a       250     0    13     1    10
 -2.3324355464859930E-01 a       251     0    13     1    11
 -1.1646365747673899E-01 a       252     0    13     1    12
 -7.5345200612874252E-02 a       253     0    13     1    13
  1.8780313470742208E-01 a       254     0    13     1    14
  3.0972148715157982E-01 a       255     0    13     1    15
  2.0227963789048845E-01 a       256     0    13     1    16
  7.4832187484365875E-02 a       257     0    13     1    17
  7.5489075444523518E-02 a       258     0    13     1    18
 -1.1918735026282803E-01 a       259     0    13     1    19
  3.4934194068226654E-01 a       260     0    13     1    20
 -2.2957354953636275E-01 a       261     0    14     1     1
 -4.2309473733177491E-02 a       262     0    14     1     2
 -1.1658472228428136E-01 a       263     0    14     1     3
 -2.8289936974676644E-01 a       264     0    14     1     4
  5.9578074577618864E-02 a       265     0    14     1     5
 -7.4121258290732267E-02 a       266     0    14     1     6
 -5.9043851941842751E-02 a       267     0    14     1     7
  3.5282430579704138E-01 a       268     0    14     1     8
  1.9288077123321368E-01 a       269     0    14     1     9
 -1.7871177907270999E-01 a       270     0    14     1    10
  2.4767869788532326E-01 a       271     0    14     1    11
  2.3960407706226518E-02 a       272     0    14     1    12
  6.1894093452379527E-04 a       273     0    14     1    13
 -2.3379272537006207E-01 a       274     0    14     1    14
 -1.5700998215074710E-01 a       275     0    14     1    15
 -7.6115225092489011E-02 a       276     0    14     1    16
 -1.0291038788136279E-01 a       277     0    14     1    17
  1.2756321991542424E-01 a       278     0    14     1    18
 -5.0488078413743732E-02 a       279     0    14     1    19
 -2.3365690738958289E-01 a       280     0    14     1    20
 -1.5959351196281332E-02 a       281     0    15     1     1
 -7.9768780090463634E-02 a       282     0    15     1     2
  8.7653517936840494E-02 a       283     0    15     1     3
 -9.7465870904230673E-02 a       284     0    15     1     4
 -1.5502871778147831E-01 a       285     0    15     1     5
 -2.2414248749565943E-01 a       286     0    15     1     6
 -1.0990763254119407E-01 a       287     0    15     1     7
  1.5024445872999742E-01 a       288     0    15     1     8
  3.6609887649940256E-03 a       289     0    15     1     9
 -1.6468490740420255E-02 a       290     0    15     1    10
  1.9043550334427589E-01 a       291     0    15     1    11
 -2.8230749495280039E-01 a       292     0    15     1    12
 -1.1089083792782549E-01 a       293     0    15     1    13
  3.7502991916412121E-01 a       294     0    15     1    14
 -6.0901407271378979E-02 a       295     0    15     1    15
  2.1189273602896005E-01 a       296     0    15     1    16
 -4.2461330395189151E-02 a       297     0    15     1    17
 -2.1245411286223900E-01 a       298     0    15     1    18
 -2.7364185792695911E-01 a       299     0    15     1    19
  2.9304872403357779E-01 a       300     0    15     1    20
 -1.9387013447245882E-01 a       301     0    16     1     1
  2.4908944321814279E-02 a       302     0    16     1     2
 -1.4694188131040017E-01 a       303     0    16     1     3
  1.7535372136196387E-01 a       304     0    16     1     4
  1.2110217698596216E-01 a       305     0    16     1     5
 -2.8976077546286294E-01 a       306     0    16     1     6
 -1.4540403958307566E-01 a       307     0    16     1     7
 -1.0710935997950495E-01 a       308     0    16     1     8
 -3.9579262580593078E-02 a       309     0    16     1     9
  7.0328592749095377E-03 a       310     0    16     1    10
 -2.0258275996127995E-01 a       311     0    16     1    11
 -1.4271593872395372E-01 a       312     0    16     1    12
 -1.8725056721182726E-01 a       313     0    16     1    13
  1.0803166824092721E-01 a       314     0    16     1    14
  9.7341931020267378E-02 a       315     0    16     1    15
  3.5984955351517584E-01 a       316     0    16     1    16
 -2.7657195899229015E-01 a       317     0    16     1    17
 -3.9322675853246253E-02 a       318     0    16     1    18
  6.3563325006076130E-02 a       319     0    16     1    19
 -1.6456519188740162E-01 a       320     0    16     1    20
 -7.1469792344677777E-02 a       321     0    17     1     1
 -2.0714450609664325E-02 a       322     0    17     1     2
 -3.3584796927233634E-01 a       323     0    17     1     3
 -1.6964325675067765E-01 a       324     0    17     1     4
  4.0446185037854708E-02 a       325     0    17     1     5
  2.7627939946537600E-01 a       326     0    17     1     6
  2.6286919095614597E-01 a       327     0    17     1     7
 -3.0632035318241230E-01 a       328     0    17     1     8
 -8.7384456381460765E-02 a       329     0    17     1     9
 -1.3297951679807052E-01 a       330     0    17     1    10
 -5.4640555323564176E-02 a       331     0    17     1    11
  2.9214542046838515E-01 a       332     0    17     1    12
  1.3362918955520153E-01 a       333     0    17     1    13
 -3.2030043560920307E-01 a       334     0    17     1    14
 -1.3755935045557041E-01 a       335     0    17     1    15
  1.6831287412216464E-01 a       336     0    17     1    16
 -2.1217699142867946E-02 a       337     0    17     1    17
 -5.0291844186514528E-02 a       338     0    17     1    18
 -3.2987218985268579E-01 a       339     0    17     1    19
  1.2437581096100511E-01 a       340     0    17     1    20
  1.3046193814205254E-01 a       341     0    18     1     1
  3.0271525085360258E-02 a       342     0    18     1     2
  1.4680097330773670E-01 a       343     0    18     1     3
  2.9972396334045429E-02 a       344     0    18     1     4
 -7.3973520136329435E-02 a       345     0    18     1     5
  8.7174884954926382E-02 a       346     0    18     1     6
 -5.3730502944880507E-02 a       347     0    18     1     7
 -1.5058577145859640E-02 a       348     0    18     1     8
  1.1509367109270488E-01 a       349     0    18     1     9
  3.3826325722102507E-02 a       350     0    18     1    10
  2.0227321795628986E-01 a       351     0    18     1    11
  3.8044922904399328E-02 a       352     0    18     1    12
  9.5102442328022604E-02 a       353     0    18     1    13
 -2.6955735678425802E-01 a       354     0    18     1    14
 -1.0467213485170042E-01 a       355     0    18     1    15
 -4.1363122965181831E-01 a       356     0    18     1    16
  5.1660156185288561E-02 a       357     0    18     1    17
  5.4561054842624454E-02 a       358     0    18     1    18
  5.7893521272143401E-02 a       359     0    18     1    19
 -6.8845866625177179E-02 a       360     0    18     1    20
  4.5368036373607167E-02 a       361     0    19     1     1
 -5.1291476900165965E-02 a       362     0    19     1     2
 -6.8583300216342999E-02 a       363     0    19     1     3
  1.7851277996590786E-01 a       364     0    19     1     4
 -5.0278709513701669E-02 a       365     0    19     1     5
 -4.2847793475416444E-02 a       366     0    19     1     6
  6.4646210813696620E-02 a       367     0    19     1     7
 -1.8078792431661004E-03 a       368     0    19     1     8
 -1.8863709951932298E-01 a       369     0    19     1     9
  1.3673962911742213E-01 a       370     0    19     1    10
 -7.4923338420172913E-03 a       371     0    19     1    11
  6.1075900007670679E-02 a       372     0    19     1    12
 -8.8225610390012532E-02 a       373     0    19     1    13
  2.1275565868233995E-01 a       374     0    19     1    14
 -1.6592219784446965E-01 a       375     0    19     1    15
 -7.5802893081097084E-02 a       376     0    19     1    16
  2.5440350729476247E-01 a       377     0    19     1    17
 -1.7663713147371626E-01 a       378     0    19     1    18
  1.5619070059999363E-01 a       379     0    19     1    19
  3.0516052909211122E-01 a       380     0    19     1    20
 -9.8993326604614462E-03 a       381     0    20     1     1
 -1.8022710647870928E-02 a       382     0    20     1     2
 -1.4136190796132200E-01 a       383     0    20     1     3
  1.2409877074169906E-02 a       384     0    20     1     4
 -8.2486287325552923E-02 a       385     0    20     1     5
  4.0988769275923410E-02 a       386     0    20     1     6
 -1.1840016859472401E-01 a       387     0    20     1     7
 -9.7274741725577041E-02 a       388     0    20     1     8
 -1.2608280202388156E-01 a       389     0    20     1     9
  5.7961290771369779E-03 a       390     0    20     1    10
 -6.6497055339822331E-03 a       391     0    20     1    11
  4.8121602934712876E-02 a       392     0    20     1    12
  1.9452583572546062E-01 a       393     0    20     1    13
 -2.7718134354489060E-01 a       394     0    20     1    14
  2.2156990536715399E-01 a       395     0    20     1    15
  2.1426074460812344E-01 a       396     0    20     1    16
  1.3229074550256398E-01 a       397     0    20     1    17
 -1.1946164659113002E-01 a       398     0    20     1    18
 -2.2789685352719727E-01 a       399     0    20     1    19
  2.6077529334732724E-01 a       400     0    20     1    20
  1.6265951595062386E-01 a       401     0    21     1     1
  2.2636533886630169E-02 a       402     0    21     1     2
  1.9692593701908987E-02 a       403     0    21     1     3
  1.6694000067632644E-01 a       404     0    21     1     4
  1.4468042875536974E-01 a       405     0    21     1     5
  2.8780601936653610E-01 a       406     0    21     1     6
 -3.4621266166764031E-01 a       407     0    21     1     7
 -3.7212489522831971E-01 a       408     0    21     1     8
 -2.5003624809546116E-01 a       409     0    21     1     9
 -8.0462125688506622E-02 a       410     0    21     1    10
  4.3020506606472067E-02 a       411     0    21     1    11
 -3.1238488868314734E-01 a       412     0    21     1    12
  7.6465169451540679E-02 a       413     0    21     1    13
  1.4859583478513355E-01 a       414     0    21     1    14
 -7.4484105168419676E-02 a       415     0    21     1    15
  3.9537070893097315E-01 a       416     0    21     1    16
 -8.3803675039531719E-02 a       417     0    21     1    17
  5.8373313441689771E-02 a       418     0    21     1    18
 -2.4670859364726516E-01 a       419     0    21     1    19
  3.6818188460689821E-01 a       420     0    21     1    20
 -9.0421396052496786E-02 a       421     0    22     1     1
  1.2679179696173518E-01 a       422     0    22     1     2
 -1.2203817757124348E-02 a       423     0    22     1     3
 -6.7552953425091961E-02 a       424     0    22     1     4
  1.7484311461997071E-01 a       425     0    22     1     5
 -2.4783889110793950E-01 a       426     0    22     1     6
 -3.8966772361467489E-01 a       427     0    22     1     7
 -2.6797061466553912E-01 a       428     0    22     1     8
  2.0695534652786629E-01 a       429     0    22     1     9
  1.5162540740340824E-01 a       430     0    22     1    10
  2.2948931130253244E-01 a       431     0    22     1    11
  6.3709152257212685E-03 a       432     0    22     1    12
  2.2808501162208644E-01 a       433     0    22     1    13
 -1.9792511112872269E-01 a       434     0    22     1    14
 -2.2834924690143735E-01 a       435     0    22     1    15
  3.0877370823783012E-01 a       436     0    22     1    16
 -3.1202847297495034E-01 a       437     0    22     1    17
  2.1873494524299444E-01 a       438     0    22     1    18
  3.1630872682111816E-01 a       439     0    22     1    19
 -1.1599622200561351E-01 a       440     0    22     1    20
  2.3185406143635742E-01 a       441     0    23     1     1
 -1.2033637976414190E-01 a       442     0    23     1     2
  2.1016657642587930E-01 a       443     0    23     1     3
 -1.2636867583835334E-02 a       444     0    23     1     4
  2.3703758255498542E-01 a       445     0    23     1     5
  2.0172668679157923E-01 a       446     0    23     1     6
 -2.6509272780916154E-01 a       447     0    23     1     7
  2.8080998367887955E-01 a       448     0    23     1     8
  3.6345185035851629E-03 a       449     0    23     1     9
 -2.6981990974231279E-01 a       450     0    23     1    10
 -3.8911599884015124E-01 a       451     0    23     1    11
  2.5962441883595433E-01 a       452     0    23     1    12
  4.8112917715745213E-01 a       453     0    23     1    13
  1.6554598709753576E-03 a       454     0    23     1    14
 -3.7982579111358566E-01 a       455     0    23     1    15
 -6.0963500737470089E-02 a       456     0    23     1    16
  5.8725969790625110E-02 a       457     0    23     1    17
  3.5122365832976693E-01 a       458     0    23     1    18
 -2.9380885674856960E-01 a       459     0    23     1    19
 -3.3183031156985704E-02 a       460     0    23     1    20
 -8.5392779153430923E-02 a       461     0    24     1     1
 -9.7767534803611819E-02 a       462     0    24     1     2
 -4.9027736471811689E-02 a       463     0    24     1     3
 -5.1689442525484269E-02 a       464     0    24     1     4
  3.1209823439465961E-01 a       465     0    24     1     5
  1.9073089378800631E-01 a       466     0    24     1     6
 -1.7044521468156468E-01 a       467     0    24     1     7
 -9.5865312402623692E-02 a       468     0    24     1     8
  3.4214556461323614E-01 a       469     0    24     1     9
 -3.0559411332928010E-01 a       470     0    24     1    10
 -1.6490735370544127E-01 a       471     0    24     1    11
  1.1265292795223304E-01 a       472     0    24     1    12
 -4.7772706536538263E-02 a       473     0    24     1    13
  7.2118936719751295E-02 a       474     0    24     1    14
 -5.8732817992197262E-02 a       475     0    24     1    15
 -1.9214970741671902E-01 a       476     0    24     1    16
  3.5873745771928839E-02 a       477     0    24     1    17
  1.1098521843040472E-01 a       478     0    24     1    18
  2.5116594902415917E-01 a       479     0    24     1    19
  4.5256760576502006E-02 a       480     0    24     1    20
  7.7513291919998908E-02 a       481     0    25     1     1
  3.6051355482771857E-02 a       482     0    25     1     2
 -2.9345691275934571E-01 a       483     0    25     1     3
 -2.2796731625561104E-01 a       484     0    25     1     4
  1.9020674643369445E-01 a       485     0    25     1     5
 -9.6606333612255180E-02 a       486     0    25     1     6
 -3.0286595572139773E-02 a       487     0    25     1     7
  2.8534979666553556E-01 a       488     0    25     1     8
  1.3813088902553313E-02 a       489     0    25     1     9
 -1.7338391366516170E-01 a       490     0    25     1    10
  1.0069278623429054E-01 a       491     0    25     1    11
 -2.3195335410684085E-02 a       492     0    25     1    12
 -1.4284108006624791E-01 a       493     0    25     1    13
  3.0928663974962251E-01 a       494     0    25     1    14
 -1.7421248176028012E-02 a       495     0    25     1    15
  4.4121574646579370E-01 a       496     0    25     1    16
  2.0269041698985929E-01 a       497     0    25     1    17
 -2.2446679645739281E-01 a       498     0    25     1    18
 -8.9844905318546595E-02 a       499     0    25     1    19
 -3.8280981165548916E-01 a       500     0    25     1    20
 -5.9603423872354316E-02 a       501     0    26     1     1
 -6.4778932358999133E-02 a       502     0    26     1     2
  2.0390657989925359E-01 a       503     0    26     1     3
  3.4543111199101095E-01 a       504     0    26     1     4
 -3.4790531930741897E-01 a       505     0    26     1     5
 -9.1817633249995159E-02 a       506     0    26     1     6
  3.8797725426854120E-02 a       507     0    26     1     7
 -2.8686226660095471E-01 a       508     0    26     1     8
  2.3559833308758346E-01 a       509     0    26     1     9
 -1.3721290766287855E-01 a       510     0    26     1    10
  1.5283384814196518E-01 a       511     0    26     1    11
 -1.5834982782840506E-03 a       512     0    26     1    12
 -1.5067025046658419E-01 a       513     0    26     1    13
 -1.1384916149908580E-02 a       514     0    26     1    14
 -1.2785146688366099E-03 a       515     0    26     1    15
 -2.1082966478419587E-01 a       516     0    26     1    16
  1.2442314407450150E-01 a       517     0    26     1    17
 -1.1000189616926941E-01 a       518     0    26     1    18
  1.1406795806898501E-01 a       519     0    26     1    19
 -1.7521805723586900E-02 a       520     0    26     1    20
  2.4796400567870271E-02 a       521     0    27     1     1
 -5.0915665447720179E-02 a       522     0    27     1     2
 -1.2040767136530865E-01 a       523     0    27     1     3
 -2.3110389507828327E-02 a       524     0    27     1     4
 -2.3110276347995160E-01 a       525     0    27     1     5
  7.8380191532629352E-03 a       526     0    27     1     6
  1.9189401881861051E-01 a       527     0    27     1     7
  2.9848124863022729E-01 a       528     0    27     1     8
 -1.4208224692054661E-01 a       529     0    27     1     9
